Name,Overview Url,Use of Proceeds Url,Form,Filing Date,Form Url,Use of Proceeds
NORTH PENN BANCORP INC,https://www.nasdaq.com/markets/ipos/company/north-penn-bancorp-inc-746828-54898,https://www.nasdaq.com/markets/ipos/company/north-penn-bancorp-inc-746828-54898,424B3,8/16/07,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=5377009,"The following table shows how we intend to use the net proceeds of the offering.
The actual net proceeds will depend on the number of shares of common stock sold
in the offering and the expenses incurred in connection with the offering.
Payments for shares made through withdrawals from deposit accounts at North Penn
Bank will reduce North Penn Bankâ€™s deposits and will not result in the receipt
of new funds for investment. See â€œPro Forma Dataâ€ù for the assumptions used to
arrive at these amounts.
 
                                           Minimum of Offering          Midpoint of Offering          Maximum of Offering           15% Above Maximum     
                                                  Range                        Range                         Range                  of Offering Range      
                                          850,000                      1,000,000                    1,150,000                     1,322,500               
                                         Shares at     Percent of      Shares at    Percent of      Shares at     Percent of      Shares at    Percent of 
                                           $10.00         Net           $10.00         Net            $10.00         Net           $10.00         Net     
(Dollars in thousands)                   Per Share      Proceeds       Per Share     Proceeds       Per Share      Proceeds       Per Share     Proceeds   
Offering proceeds                       $      8,500                  $    10,000                  $     11,500                  $    13,225              
Less: offering expenses                          810                          810                           810                          810              
                                                                                                                                                          
Net offering proceeds                          7,690        100.0 %         9,190        100.0 %         10,690        100.0 %        12,415        100.0 %
Less:                                                                                                                                                     
Proceeds contributed to North Penn                                                                                                                        
Bank(1)                                        3,845         50.0           4,595         50.0            5,345         50.0           6,208         50.0  
Proceeds used for loan to employee                                                                                                                        
stock ownership plan                             680          8.8             800          8.7              920          8.6           1,058          8.5  
                                                                                                                                                           
Proceeds remaining for New North Penn                                                                                                                     
Bancorp                                 $      3,165         41.2 %   $     3,795         41.3 %   $      4,425         41.4 %   $     5,149         41.5 %
                                                                                                                                                           
(1) Does not include $209,000 of assets to be received from North Penn Mutual    
    Holding Company.                                                             
We intend to invest the proceeds retained from the offering at New North Penn
Bancorp in short-term, liquid investments, such as U.S. treasury and government
agency securities, mortgage-backed securities and cash and cash equivalents, in
order to supplement the interest income of North Penn Bank and increase
consolidated interest income. The actual amounts to be invested in different
instruments will depend on the interest rate environment and New North Penn
Bancorpâ€™s liquidity requirements. In the future, New North Penn Bancorp may
liquidate its investments and use those funds:
 
â€¢  to pay dividends to shareholders;
â€¢  to repurchase shares of its common stock, subject to regulatory restrictions;                                                             
â€¢  to finance the possible acquisition of financial institutions or other    
   businesses that are related to banking; and                               
â€¢  for general corporate purposes.
Under current Office of Thrift Supervision regulations, New North Penn Bancorp
may not repurchase shares of its common stock during the first year following
completion of the conversion and offering, except to fund equity benefit plans
other than stock options or, with prior regulatory approval, when extraordinary
circumstances exist. 
North Penn Bank initially intends to invest the proceeds it receives from the
offering, which is shown in the table above as the amount contributed to North
Penn Bank, in short-term, liquid investments. Over time, North Penn Bank may use
the proceeds that it receives from the offering:
â€¢ to fund new loans;
â€¢ to repay outstanding Federal Home Loan Bank advances;
                                       
â€¢ to invest in securities;
â€¢ to finance the possible expansion of its business activities, including   
  developing new branch locations; and                                      
â€¢ for general corporate purposes.
We may need regulatory approvals to engage in some of the activities listed
above.
We currently do not have any specific plans for any expansion or diversification
activities, including adding branch locations or acquiring other financial
institutions. Consequently, we currently anticipate that the proceeds of the
offering contributed to North Penn Bank initially will be used to fund new
loans. We expect that much of the loan growth will occur in our commercial real
estate portfolio, which we have emphasized in recent periods, but we have not
allocated specific dollar amounts to any particular area of our portfolio. The
amount of time that it will take to deploy the proceeds of the offering into
loans will depend primarily on the level of loan demand. In the absence of loan
demand, we anticipate that we will use a portion of the proceeds contributed to
North Penn Bank to repay outstanding overnight advances from the Federal Home
Loan Bank.
Except as described above, neither New North Penn Bancorp nor North Penn Bank
has any specific plans for the investment of the proceeds of the offering and
has not allocated a specific portion of the proceeds to any particular use."
LULULEMON ATHLETICA INC.,https://www.nasdaq.com/markets/ipos/company/lululemon-athletica-inc-742560-54363,https://www.nasdaq.com/markets/ipos/company/lululemon-athletica-inc-742560-54363,424B4,7/27/07,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=5326244,"We estimate that we will receive net proceeds from the sale of the shares of our
common stock in this offering of approximately $32.3 million, after deducting
estimated underwriting discounts and commissions and estimated offering expenses
payable by us. We will not receive any proceeds from the sale of shares being
sold by the selling stockholders, including any shares sold by the selling
stockholders in connection with the underwritersâ€™ exercise of their option to
purchase additional shares, although we will pay the expenses (other than
underwriting discounts and commissions) associated with the sale of those
shares.
 
We intend to use the net proceeds from this offering, together with cash flow
from operations, to fund new store openings and working capital, and for other
general corporate purposes, which may include general and administrative
expenses, and potential acquisitions of franchises. For fiscal 2007 and fiscal
2008, we have budgeted an aggregate of $28.0 million to $34.0 million for new
store openings although the actual amounts that we spend on such items may vary.
As a result, we will retain broad discretion over the use of the net proceeds
from this offering. Pending the uses described above, we intend to invest the
net proceeds of this offering in short-term, interest-bearing, investment-grade
securities. We cannot predict whether the proceeds invested will yield a
favorable return for us."
"PERFECT WORLD CO., LTD.",https://www.nasdaq.com/markets/ipos/company/perfect-world-co-ltd-749508-55232,https://www.nasdaq.com/markets/ipos/company/perfect-world-co-ltd-749508-55232,424B4,7/27/07,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=5324564,"We estimate that we will receive net proceeds from this offering of
approximately US$131.3 million, after deducting underwriting discounts and
commissions and the estimated offering expenses payable by us. We will not
receive any of the proceeds from the sale of ADSs by the selling shareholders.
The primary purposes of this offering are to create a public market for our
shares for the benefit of all shareholders, retain talented employees by
providing them with equity incentives, and obtain additional capital. We intend
to use approximately US$12 million of the net proceeds from this offering to
expand our research and development efforts and use the remaining amount for
other general corporate purposes, including capital expenditures and funding
possible future acquisitions.
The foregoing represents our current intentions to use and allocate the net
proceeds of this offering based upon our present plans and business conditions.
Our management, however, will have significant flexibility and discretion to
apply the net proceeds of this offering. If an unforeseen event occurs or
business conditions change, we may use the proceeds of this offering differently
than as described in this prospectus.
Pending use of the net proceeds, we intend to hold our net proceeds in
short-term bank deposits or invest them in interest-bearing government
securities."
VOLTAIRE LTD.,https://www.nasdaq.com/markets/ipos/company/voltaire-ltd-750267-55308,https://www.nasdaq.com/markets/ipos/company/voltaire-ltd-750267-55308,424B1,7/27/07,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=5324277,"We estimate that we will receive total net proceeds from this offering of
$46.0 million, after deducting the underwriting discount and estimated offering
expenses payable by us.
 
We intend to use the net proceeds of this offering for research and development
activities, expand our business development and marketing activities, and for
general corporate purposes and working capital. We also intend to use a portion
of the net proceeds to repay in full a loan with an outstanding principal amount
of $5.0 million, which is required to be repaid in 24 equal monthly installments
of principal and accrued interest commencing January 1, 2008. The loan bears
interest at the Wall Street Journal prime-lending rate plus 4.00%, which totaled
12.25% as of March 31, 2007. We may also use a portion of the net proceeds to
acquire or invest in complementary companies, products or technologies, although
we currently do not have any acquisitions or investments planned.
 
We will have broad discretion in the way that we use the net proceeds of this
offering. The amounts that we actually spend for the purposes described above
may vary significantly and will depend, in part, on the timing and amount of our
future revenues.
 
Pending use of the net proceeds as described above, we intend to invest the net
proceeds in interest-bearing, investment-grade instruments with maturities of
less than one year or deposit the net proceeds in bank accounts in Israel or
outside of Israel."
VALIDUS HOLDINGS LTD,https://www.nasdaq.com/markets/ipos/company/validus-holdings-ltd-694800-53004,https://www.nasdaq.com/markets/ipos/company/validus-holdings-ltd-694800-53004,424B4,7/26/07,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=5323954,"The net proceeds to us from this Offering will be approximately $314.0 million
($361.1 million if the underwriters exercise in full their option to purchase
additional common shares), after deducting the underwritersâ€™ discount and fees
and expenses of this Offering. We will use $188.9 million of the net proceeds to
repay borrowings and to pay accrued interest under our unsecured credit
facility, which we incurred on July 2, 2007 to fund a portion of the cash
purchase price for our acquisition of Talbot and associated expenses. The 
interest rate set on our credit facility borrowings on July 2, 2007 was 6.0% per
annum. We intend to use the remaining $125.1 million of net proceeds to make 
$118.0 million capital contribution to Validus Re to support the future growth 
of our reinsurance operations and to pay certain expenses related to the Talbot
acquisition and make a $3.0 million payment to Aquiline in connection with the
termination of our Advisory Agreement with them."
MONOTYPE IMAGING HOLDINGS INC.,https://www.nasdaq.com/markets/ipos/company/monotype-imaging-holdings-inc-732842-53143,https://www.nasdaq.com/markets/ipos/company/monotype-imaging-holdings-inc-732842-53143,424B4,7/25/07,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=5318738,"We estimate that the net proceeds of the sale of the common stock that we are
offering will be approximately $68.0 million, based on the initial public
offering price of $12.00 per share, and after deducting underwriting discounts
and commissions and estimated offering expenses that we must pay. We will not
receive any of the proceeds of the sale of shares of common stock by the selling
stockholders. 
We intend to use the net proceeds from this offering received by us, together
with the $11.5 million in proceeds from the increase in our term loan under our
First Lien Credit Facility and $1.6 million of cash on hand, to:
â€¢   repay in full our term loan arranged by D.B. Zwirn, or the Second Lien      
    Credit Facility, in the amount of $71.4 million, which includes $1.4 million
    in prepayment penalties; and                                                
â€¢   redeem the shares of redeemable preferred stock issuable upon conversion of 
    the convertible preferred stock from TA Associates, D.B. Zwirn and the      
    Investing Employees in the amount of $9.7 million.                          
After giving effect to this offering, TA Associates will hold approximately
53.0% of our common stock, based on the number of shares of common stock
outstanding as of March 31, 2007. Messrs. Johnston and Meeks, both directors of
Monotype, are Managing Directors of TA Associates. After giving effect to this
offering, D.B. Zwirn will hold approximately 3.1% of our common stock. 
The terms of the Second Lien Credit Facility were amended in July 2006 to
increase the term loan from $65 million to $70 million and the proceeds were
used in connection with the acquisition of Linotype. Our Second Lien Credit
Facility is due and payable in full on July 28, 2011. The terms provide for
prepayment penalties based on a percentage of the prepayment amount as follows:
3% for payments made before July 29, 2007, 2% for payments made from July 29,
2007 through July 28, 2008 and 1% for payments made from July 29, 2008 through
July 28, 2009. At our option, borrowing under the Second Lien Credit Facility
bears interest at either (i) the prime rate plus a margin, as defined by the
credit agreement, or (ii) the London interbank offered rate, or LIBOR, plus a
margin as defined by the credit agreement, payable monthly. As of March 31,
2007, the interest rate on our Second Lien Credit Facility was 12.10%."
REX ENERGY CORP,https://www.nasdaq.com/markets/ipos/company/rex-energy-corp-742405-54337,https://www.nasdaq.com/markets/ipos/company/rex-energy-corp-742405-54337,424B4,7/26/07,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=5321623,"We expect to receive net proceeds from the sale of shares offered by us of
approximately $89.2 million, after deducting estimated offering expenses of $1.3
million remaining unpaid as of May 31, 2007, underwriting discounts and
commissions of $5.8 million and a structuring fee of $484,000 to be paid by us
to KeyBanc Capital Markets Inc. We intend to use our net proceeds to retire
certain of the senior debt facilities and other notes payable to unrelated
parties of the Founding Companies. In addition, we will repay approximately
$27.8 million of the approximately $39.7 million outstanding under the Rex IV
credit agreement with an affiliate of KeyBanc Capital Markets Inc. As a result,
we will have $11.9 million in outstanding indebtedness under this credit
agreement upon completion of this offering. Our total offering expenses,
approximately $1.0 million of which has already been paid by the Founding
Companies, are estimated to be $2.3 million excluding underwriting discounts and
commissions and structuring fees.
The senior debt facilities of the Founding Companies have historically been
utilized to fund a portion of our acquisitions and for working capital purposes
including exploration and development activities. As of December 31, 2006, the
Founding Companies had combined senior debt facilities of $84.9 million, with a
weighted average interest rate of 8.76% per annum. The senior debt facilities
mature 47% in 2007, 9% in 2008, 43% in 2009 and 1% thereafter. During the year
ended December 31, 2006, we utilized approximately $23.0 million in debt to fund
the Team Energy acquisition, and $35.0 million in debt to fund the TSAR Energy
acquisition.
Certain affiliates of the underwriters in this offering are lenders under the
Founding Companiesâ€™ credit facilities and will receive a portion of the net
proceeds we receive from this offering based on the amount of the loans they
have extended under these credit facilities.
We will not receive any proceeds from the sale of shares of our common stock by
the Selling Stockholders, including any shares sold pursuant to the exercise of
the underwritersâ€™ over-allotment option."
"BLADELOGIC, INC.",https://www.nasdaq.com/markets/ipos/company/bladelogic-inc-113474-54031,https://www.nasdaq.com/markets/ipos/company/bladelogic-inc-113474-54031,424B4,7/25/07,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=5317929,"We estimate that the net proceeds of the sale of the 3,940,000 shares of our
common stock that we are offering will be approximately $60.1 million, based on
the initial public offering price of $17.00 per share, and after deducting
underwriting discounts and commissions and estimated offering expenses that we
must pay. If the underwriters exercise their over-allotment option in full, we
estimate that our net proceeds from this offering will be approximately
$71.9 million. We will not receive any proceeds from the sale of shares of our
common stock by the selling stockholders.
    We intend to use the net proceeds from this offering for the following:
Âº $5.9 million to redeem and cancel all of the shares of our Series A redeemable 
preferred stock to be outstanding immediately upon the closing of this offering;
and
Âº for general corporate purposes, including the potential funding of strategic 
acquisitions or investments, the continued expansion of our sales and marketing
activities and the expanded funding of our research and development efforts.
    As of the date of this prospectus, we cannot estimate the amount of net
proceeds which will be used for any of the general corporate purposes described
above. The amounts and timing of our actual expenditures will depend on numerous
factors, including the status of our product development efforts, our sales and
marketing activities, the amount of cash generated or used by our operations and
competition. We may be able to fund our sales and marketing activities and
research and development efforts without using the net proceeds from this
offering. In addition, we currently have no agreements or commitments with
respect to any acquisitions or investments and we do not currently have any
acquisitions or investments planned. Accordingly, our management will have
significant discretion in applying the net proceeds from this offering. Pending
specific application of our net proceeds, we plan to invest our net proceeds in
government securities and other short-term, investment-grade, marketable
securities."
IMARX THERAPEUTICS INC,https://www.nasdaq.com/markets/ipos/company/imarx-therapeutics-inc-174532-54445,https://www.nasdaq.com/markets/ipos/company/imarx-therapeutics-inc-174532-54445,424B1,7/26/07,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=5320700,"We estimate that we will receive approximately $12.3 million in net proceeds
from this offering, or approximately $14.4 million if the underwriters'
over-allotment option is exercised in full, based upon an assumed initial public
offering price of $5.00 per share, after deducting underwriting discounts and
commissions and estimated offering expenses of approximately $1.6 million
payable by us, including the non-accountable expense allowance of 2.0% of the
gross proceeds of this offering.
A $1.00 increase (decrease) in the assumed initial public offering price of
$5.00 per share, would increase (decrease) the net proceeds to us from this
offering by approximately $2.7 million after deducting underwriting discounts
and commissions and estimated offering expenses payable by us, assuming the
number of shares offered by us, as set forth on the cover page of this
prospectus, remains the same. Regardless of whether there is a decrease of $1.00
in the assumed initial public offering price, we anticipate that the net
proceeds from this offering, our existing cash and cash equivalents and
continuing sales of Abbokinase will be sufficient to meet our anticipated cash
requirements until September 2008.
We plan to utilize the net proceeds from this offering, which we estimate at
$12.3 million, or $14.4 million if the underwriters' over-allotment option is
exercised in full, in the following manner:
â€¢  approximately $8 million to fund development activities in our SonoLysis
   programs in ischemic stroke, including a Phase I/II clinical trial for
   SonoLysis+tPA therapy, preclinical safety studies for our SonoLysis therapy,
   and manufacturing, additional personnel and material costs related to these 
   development programs;
