Name,Overview Url,Use of Proceeds Url,Form,Filing Date,Form Url,Use of Proceeds
WILLIAMS PARTNERS L.P.,https://www.nasdaq.com/markets/ipos/company/williams-partners-lp-821456-63363,https://www.nasdaq.com/markets/ipos/company/williams-partners-lp-821456-63363,424B4,7/30/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7383418,"We expect to receive net proceeds from the issuance and sale of 21,250,000 
common units offered by this prospectus of approximately $412.6 million, after 
deducting underwriting discounts and commissions, structuring fees and 
offering expenses. We intend to use all of the net proceeds from this 
offering, after repayment of the $112 million of borrowings currently 
outstanding under our revolving credit facility and payment of fees of $5.5 
million in connection with the amendment of such revolving credit facility, 
to fund expansion capital expenditures. We currently have several anticipated 
projects that we estimate will, in the aggregate, involve approximately 
$223.5 million of expansion capital expenditures for the twelve months ending 
June 30, 2011, with the remainder to be used for additional capital 
expenditures in future periods. These projects are related to the continued 
expansion of our existing gathering systems in our Barnett Shale and 
Mid-Continent regions to meet the needs of our two largest customers, 
Chesapeake and Total. 

As of July 1, 2010, we had $112 million of borrowings outstanding under our 
revolving credit facility with a weighted average interest rate of 3.35%. 
Our revolving credit facility matures in June 2015. Borrowings under our 
revolving credit facility have been used primarily to fund portions of $75 
million distributions to each of Chesapeake and GIP and for working capital 
purposes. 

The underwriters may, from time to time, engage in transactions with and 
perform services for us and our affiliates in the ordinary course of business. 
Affiliates of substantially all of the underwriters are lenders under our 
revolving credit facility and will, in that respect, receive a portion of the 
proceeds from this offering through the repayment of borrowings outstanding
under our revolving credit facility."
"ENVESTNET, INC.",https://www.nasdaq.com/markets/ipos/company/envestnet-inc-684332-63706,https://www.nasdaq.com/markets/ipos/company/envestnet-inc-684332-63706,424B4,7/30/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7384513,"We estimate that the net proceeds from the sale of shares by us in the 
offering (based on an initial public offering price of $9.00 per share), 
after deducting underwriting discounts and commissions (including the fee 
to be paid to FT Partners, as described under “Underwriting”) and estimated 
offering expenses payable by us, will be approximately $36.8 million or 
approximately $42.6 million assuming the underwriters exercise the 
over-allotment option in full. We intend to use the proceeds from this 
offering for general corporate purposes, including for selective strategic 
investments through acquisitions, alliances or other transactions. However, 
we have no transactions planned currently and, therefore, the timing and 
amount of our use of the proceeds from this offering will be based on many 
factors, including our ability to identify attractive transaction 
opportunities, the amount of our cash flows from operations and the 
anticipated growth of our business. An additional reason for this offering 
is to provide our stockholders with liquidity in the public equity markets. 

We will not receive any proceeds from the sale of common stock by the selling 
stockholders."
"MOLYCORP, INC.",https://www.nasdaq.com/markets/ipos/company/molycorp-inc-826190-63907,https://www.nasdaq.com/markets/ipos/company/molycorp-inc-826190-63907,424B4,8/2/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7384956,"We estimate that we will receive net proceeds of approximately $366.3 million 
from the sale of shares of our common stock in this offering (or $421.6 million 
if the underwriters exercise their option to purchase additional shares in
full), after deducting underwriting discounts and commissions and estimated 
offering expenses that we must pay.
 
Under our current business plan, we intend to spend approximately $511 million 
through 2012 to restart mining operations, construct and refurbish processing 
facilities and other infrastructure at the Mountain Pass facility and expand 
into metals and alloys production, the costs of which we refer to as our 
modernization and expansion costs. We also plan to use up to approximately 
$27.4 million, all of which is expected to be used in 2010, for letters of 
credit and/or cash collateral to secure surety bonds issued for the benefit 
of certain regulatory agencies in connection with our Mountain Pass facility 
closure and reclamation obligation, which we refer to as our cash collateral 
requirements. Our estimated capital expenditures of $511 million do not 
include corporate, selling, general and administrative expenses, which we 
estimate to be an additional $5 million to $10 million per year. We presently 
intend to use the net proceeds from this offering to fund a portion of our
modernization and expansion costs and all of our cash collateral requirements.
We anticipate that the remainder of our modernization and expansion costs will
be funded through traditional debt financing, project financing, additional 
public or private equity offerings and/or federal government programs 
including the U.S. Department of Energy loan guarantee program for which we 
submitted an application in June 2010. Because our modernization and expansion
costs will be expended through 2012, we may choose alternative funding for our 
modernization and expansion costs, including other sources from our financing 
plan, in which case any remaining net proceeds from this offering may be used 
for general corporate purposes, including, without limitation, to fund our 
working capital requirements and to develop new products, processes and 
technologies, both through acquisitions and capital programs.
 
Pending our use of the net proceeds from this offering as described above, we 
plan to invest the proceeds in a variety of capital preservation investments, 
including short-term interest-bearing obligations, investment-grade 
instruments, certificates of deposit and direct guaranteed obligations of the 
United States."
GREEN DOT CORP,https://www.nasdaq.com/markets/ipos/company/green-dot-corp-732491-63434,https://www.nasdaq.com/markets/ipos/company/green-dot-corp-732491-63434,424B4,7/22/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7370626,"The selling stockholders are selling all of the shares in this offering. We 
will not receive any proceeds from the sale of shares of our Class A common 
stock by the selling stockholders."
"AMERESCO, INC.",https://www.nasdaq.com/markets/ipos/company/ameresco-inc-825041-63751,https://www.nasdaq.com/markets/ipos/company/ameresco-inc-825041-63751,424B4,7/22/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7368975,"We estimate that we will receive net proceeds from this offering of 
approximately $53.6 million, after deducting the underwriting discount 
and estimated offering expenses payable by us. The selling stockholders 
will receive $25.1 million from their sale of our Class A common stock 
in this offering, after deducting the underwriting discount. We will not 
receive any proceeds from the sale of shares by the selling stockholders; 
however, we will receive an aggregate of $1.8 million from the exercise 
of stock options being exercised by selling stockholders in connection 
with this offering. 
  
We intend to use the net proceeds we receive from this offering as follows: 
   
• to repay the outstanding balance under our $50 million revolving senior
  secured credit facility ($24.9 million outstanding as of March 31, 2010
  and $31.4 million outstanding as of June 30, 2010), which as of March 31,
  2010 bears interest at a weighted-average rate of 2.49% per annum and
  matures on June 30, 2011;  
   
• approximately $3.0 million to repay in full, the entire principal amount
  of and accrued but unpaid interest on the subordinated note held by
  Mr. Sakellaris, which currently bears interest at 10.0% per annum and is
  payable on demand; and  
   
• the balance for working capital and other general corporate purposes,
  which may include opening additional offices in the United States and
  abroad, expanding sales and marketing activities, funding the development
  and construction of our small-scale renewable energy projects and other
  capital expenditures.  

We may use a portion of the net proceeds that we receive from this offering
to expand our current business through acquisitions of complementary 
companies, assets or technologies. Although we are engaged in discussions 
with respect to a potential acquisition for consideration of less than 
$10 million, we currently have no understandings, commitments or agreements 
to make any acquisitions. 
  
Pending specific utilization of the net proceeds as described above, we 
intend to invest the net proceeds of the offering in short-term investment
grade and U.S. government securities. 
  
Bank of America, N.A., an affiliate of Merrill, Lynch, Pierce, 
Fenner & Smith Incorporated, an underwriter of this offering, is acting 
as the agent and a lender under our revolving senior secured credit facility."
CAMELOT INFORMATION SYSTEMS INC.,https://www.nasdaq.com/markets/ipos/company/camelot-information-systems-inc-831674-64562,https://www.nasdaq.com/markets/ipos/company/camelot-information-systems-inc-831674-64562,424B4,7/21/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7367368,"We estimate that we will receive net proceeds from this offering of 
approximately US$89.8 million, after deducting underwriting discounts and 
the estimated offering expenses payable by us. We will not receive any of
the proceeds from the sale of ADSs by the selling shareholders. 
  
We have no current specific plan for the net proceeds from this offering 
and intend to use these proceeds for working capital and general corporate 
purposes, as well as funding possible future strategic acquisitions. 
In addition, this offering will create a public market for our shares 
for the benefit of all shareholders, retain talented employees by 
providing them with equity incentives, and enhance our ability to use 
our shares as purchase consideration in future acquisitions. 
  
The foregoing represents our current intentions with respect to the use 
and allocation of the net proceeds of this offering based upon our present
plans and business conditions, but our management will have significant 
flexibility and discretion in applying the net proceeds. The occurrence 
of unforeseen events or changed business conditions could result in 
application of the net proceeds of this offering in a manner other than 
as described in this prospectus."
BIQI INTERNATIONAL HOLDINGS CORP,https://www.nasdaq.com/markets/ipos/company/biqi-international-holdings-corp-824086-63635,https://www.nasdaq.com/markets/ipos/company/biqi-international-holdings-corp-824086-63635,424B3,7/15/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7361679,"After deducting the estimated placement discount and offering expenses 
payable by us, we expect to receive net proceeds of approximately $8,616,840 
from this offering if the minimum offering is sold and $10,455,000 if the 
maximum offering is sold. The net proceeds from this offering must be remitted 
to China before we will be able to use the funds to grow our business. The 
procedure to remit funds may take as long as six months after completion of 
this offering in the ordinary course, and we will be unable to use the funds 
in China until remittance is completed. 

We intend to use the net proceeds of this offering as follows after we 
complete the remittance process, and we have ordered the specific uses 
of proceeds in order of priority. We do not expect that our priorities 
for fund allocation would change if the amount we raise in this offering 
exceeds the size of the minimum offering but is less than the maximum 
offering. 
                                                          Percentage of 
Description of Use                                         Net Proceeds     
Construction and/or acquisition of hog farms to 
increase capacity by approximately 40,000 hogs in 
the aggregate                                                  58  %   
Purchase/Import purebred hogs for breeding stock                8  %  
Establish retail shops in Wuhan city                            9  %  
Working capital                                                20  %  
Sarbanes-Oxley compliance-related professional fees             5  %  
Total                                                         100  %   

Please note that the increased capacity noted above does not take into 
consideration Fengze’s ninth hog farm, which will increase Fengze’s capacity 
by approximately 20,000 hogs when it reaches operating capacity. 

In the event we do not locate any appropriate farm targets for acquisitions or 
property on which to construct new hog farms or are not able to negotiate such 
acquisitions or construction agreements on terms that are acceptable to us, 
we reserve the right to allocate such funds to our working capital purposes. 
There are no understandings, commitments or agreements with respect to any 
such transaction at this time. 

Pending use of the net proceeds, we intend to invest our net proceeds in 
short-term, interest bearing, investment-grade obligations. These investments 
may have a material adverse effect on the U.S. federal income tax consequences 
of an investment in our common shares. It is possible that we may become a 
passive foreign investment company for U.S. federal income taxpayers, which
could result in negative tax consequences to you."
QLIK TECHNOLOGIES INC,https://www.nasdaq.com/markets/ipos/company/qlik-technologies-inc-651529-63766,https://www.nasdaq.com/markets/ipos/company/qlik-technologies-inc-651529-63766,424B4,7/16/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7362178,"We estimate that we will receive net proceeds from the sale of the common 
stock that we are offering of approximately $100.2 million, or approximately 
$115.8 million if the underwriters exercise their right to purchase additional
shares of common stock to cover over-allotments in full, based on the initial 
public offering price of $10.00 per share and after deducting estimated 
underwriting discounts and commissions and estimated offering expenses that 
we must pay. 
  
We intend to use approximately $6.1 million of the net proceeds of this 
offering to repay in full the principal and accrued interest and to pay any 
applicable prepayment fee on our outstanding loan from Stiftelsen 
Industrifonden, based on amounts accrued as of March 31, 2010. The loan has 
an interest rate of 10% per annum and has a maturity date of March 2012. The 
loan is subject to a prepayment fee of an amount equal to interest on the 
amount prepaid from the date of prepayment through March 31, 2012 at a rate 
equal to one-half the Swedish Reference Rate (0.25% as of March 31, 2010) 
applicable on the date of prepayment. We used the net proceeds of this loan 
for working capital and general corporate purposes. 
  
We intend to use the remaining net proceeds of this offering for general 
corporate purposes, including working capital needs. While we have not 
allocated the remaining net proceeds of this offering to specified general 
corporate purposes, we may utilize such proceeds by allocating them amongst 
the following categories: expansion of our domestic and international sales 
and marketing activities; technology infrastructure to help increase 
transaction volume and further enhance our software products and develop new 
software solutions; increase awareness of our solutions and expand our 
customer base; and development of marketing, sales and other promotional 
programs to sell products to our existing and future customers. We believe 
opportunities may exist to expand our current business through strategic 
acquisitions and investments in technology, and we may use a portion of the 
proceeds for these purposes. We are not currently a party to any contracts 
or letters of intent, nor do we have any arrangements or understandings, 
with respect to any strategic acquisitions or investments. The amount of net 
proceeds to be utilized for strategic acquisitions has not been determined. 
  
The expected use of net proceeds of this offering represents our current 
intentions based upon our present plans and business conditions. The amounts 
we actually expend in these areas may vary significantly from our current 
intentions and will depend upon a number of factors, including future sales 
growth, success of our engineering efforts, cash generated from future 
operations, if any, and actual expenses to operate our business. As of the 
date of this prospectus, we cannot specify with certainty all of the 
particular uses for the net proceeds to be received upon the closing of this 
offering. Accordingly, our management will have broad discretion in the 
application of the net proceeds, and investors will be relying on the judgment
of our management regarding the application of the net proceeds of this 
offering. 
  
Pending the uses described above, we intend to invest the net proceeds in 
a variety of capital preservation instruments, including short-term, 
interest-bearing, investment grade instruments, certificates of deposit or 
direct or guaranteed obligations of the United States government."
REALD INC.,https://www.nasdaq.com/markets/ipos/company/reald-inc-674388-63851,https://www.nasdaq.com/markets/ipos/company/reald-inc-674388-63851,424B4,7/16/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7363530,"We estimate that the net proceeds of the sale of the common stock that we are 
offering at the initial public offering price of $16.00 per share will be 
approximately $82.6 million, after deducting underwriting discounts and 
commissions (based on an underwriting discount of 6.5% and payment of a 
discretionary incentive fee of 0.5% of the initial public offering price) and 
estimated offering expenses payable by us of approximately $13.4 million. 

We intend to use the net proceeds to us from this offering to repay $25.1 
million indebtedness outstanding under our term loan and revolving credit 
facilities, which will become due and payable upon the completion of this 
offering, and for general corporate purposes, including investments in 
technology. As of March 26, 2010, borrowings under our term loan totaled $10.0 
million at an interest rate of 8.625%, and borrowings under our revolving 
credit facility totaled $10.2 million at interest rates ranging from 5.0% to 
6.25%. Each of the foregoing term loan and revolving credit facility mature 
on the earlier of December 31, 2010 or the date that this offering is 
completed. We may also use a portion of the net proceeds to acquire 
complementary businesses. 

Although we currently anticipate that we will use the net proceeds of this 
offering as described above, there may be circumstances where a reallocation of
funds may be necessary. The amounts and timing of our actual expenditures will 
depend upon numerous factors, including the progress of our development efforts
and our operating costs and expenditures. Accordingly, our management will have
significant flexibility in the expenditure of the net proceeds of this 
offering. 

Pending use of the proceeds from this offering, we intend to invest the net 
proceeds in short-term interest-bearing, investment-grade securities. 

We will not receive any of the proceeds from any sale of shares by the selling 
stockholders."
SMART TECHNOLOGIES INC.,https://www.nasdaq.com/markets/ipos/company/smart-technologies-inc-831543-64546,https://www.nasdaq.com/markets/ipos/company/smart-technologies-inc-831543-64546,424B4,7/15/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7360595,"We estimate that we will receive net proceeds of approximately $135.0 million 
from the sale of our Class A Subordinate Voting Shares in this offering after 
deducting the underwriting discounts and commissions and estimated offering
expenses payable by us. We will not receive any of the net proceeds from 
the sale of the shares by the selling shareholders. 

We intend to use $59 million of the net proceeds we receive in this 
offering to repay approximately $19 million of our term construction 
facility and $40 million of our unsecured term loan. We intend to use 
the remainder to fund working capital and other general corporate purposes, 
which may include acquisitions. 

Our term construction facility was incurred in connection with the 
construction of our headquarters in Calgary, which was completed in 
2009. It bears interest at a variable rate of 4.4% above Canadian 
dollar banker’s acceptance yields and matures on November 9, 2010. 
The three-month Canadian dollar banker’s acceptance yield was 0.54% 
as of March 31, 2010. 

Our unsecured term loan was incurred on August 28, 2007 to fund part 
of the consideration for the Corporate Reorganization paid to Intel 
and IFF. Interest on the unsecured term loan is deferred during the 
first four years and paid in cash thereafter. The unsecured term loan 
matures on August 28, 2015 and bears interest based on a formula that 
is substantially similar to the first lien facility term loan, except 
that the applicable margin is 8.50% for a Eurocurrency loan and 7.50%
for base rate loans. 

While we currently anticipate that we will use the net proceeds of this 
offering as described above, we may reallocate the net proceeds from 
time to time depending upon market conditions and other circumstances.
We may use a portion of the net proceeds for acquisitions of businesses 
or assets that we believe would advance our growth strategy, such as 
companies or businesses that develop or market products or services that 
complement our product offering. However, we currently have no agreements 
regarding any such acquisitions. Any such acquisition may require that 
we obtain additional financing. 

Pending the application of the net proceeds as described above, we intend 
to invest the net proceeds from this offering in short-term, 
interest-bearing securities."
