Name,Overview Url,Use of Proceeds Url,Form,Filing Date,Form Url,Use of Proceeds
"HCI GROUP, INC.",https://www.nasdaq.com/markets/ipos/company/hci-group-inc-745395-58221,https://www.nasdaq.com/markets/ipos/company/hci-group-inc-745395-58221,424B3,8/31/2009,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=6781711,"The gross proceeds from this offering will be approximately $11.7 million if the 
maximum number of securities offered is sold, and $9.3 million if the minimum 
number of securities offered is sold, before deducting expenses. We estimate 
offering expenses to be approximately $700,000 before deducting placement agent 
fees.We estimate the net proceeds of the offering to be approximately $8.0 million
if the minimum offering is obtained and approximately $10.2 million if the maximum 
offering is obtained. The following table sets forth our estimated net offering 
Proceeds from the sale of the minimum and the maximum amount of securities offered.



                              Estimated Offering Proceeds

 
						
    	   	                      
                                     Maximum Offering 	   	Minimum Offering

Offering Proceeds                    $  11,666,676 	       $ 9,333,338

Less Placement Agent Fees and        
Offering Expenses	   	     $ 	1,516,667 	        $ 1,353,334
	   	  	  	   	  	 
                                                                 
Net Proceeds from Offering           $  10,150,009 	         $ 7,980,004  
	   	             
 

(1) Our lead placement agent, Anderson & Strudwick, Incorporated, will be paid a
    7% percent fee and a 1% expense reimbursement for all units sold in the 
    offering. Our estimated offering expenses, including the 1% expense 
    reimbursement but not including placement agent fees, are $700,000.

We intend to use the net proceeds of this offering as follows, and we have 
ordered the specific uses of proceeds in order of priority.		

Description of Use            	  Maximum Offering 	   	Minimum Offering

Increase Statutory Capital        $ 4,000,000                     $ 4,000,000
and Surplus
	   	                      	   	
                                    
Marketing                 	  $ 1,000,000 	   	 	   $ 1,000,000

Working Capital	   	          $ 5,150,009 	   	 	   $ 2,980,004
	   	  	  	   	  	 
                                   
Total Uses of Proceeds             $10,150,009                     $ 7,980,004   	   	              	  	    	            $ 	 7,980,004
 

Except as described above, we have no immediate need for the proceeds we will 
receive from this offering. The principal purposes of this offering are to
increase our statutory capital and surplus, obtain additional capital, to 
create a public market for our common stock and to facilitate our future access 
to the public equity markets.We expect to use the net proceeds from this 
offering to provide additional long-term working capital, in the form of 
unrestricted cash, to support the growth of our business by providing us with 
financial flexibility.We may use a portion of the net proceeds from this 
offering to pursue acquisitions and expansions of the insurance products that 
we offer in existing and new markets. We have no commitments with respect to any
such acquisition or investment, and we are not currently involved in any 
negotiations with respect to any such transaction. In the event that we sell 
only the minimum number of units offered, and therefore, receive only the 
minimum amount of offering proceeds, we would have less working capital with 
which to pursue the foregoing. Pending the use by us and by Homeowners Choice 
Property & Casualty Insurance Company, Inc. of such proceeds, we will invest 
such proceeds in interest-bearing securities consistent with our current 
investment policies."
"HCI GROUP, INC.",https://www.nasdaq.com/markets/ipos/company/hci-group-inc-745395-58221,https://www.nasdaq.com/markets/ipos/company/hci-group-inc-745395-58221,424B3,5/26/2009,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=6626367,"The gross proceeds from this offering will be approximately $11.7 million if the 
maximum number of securities offered is sold, and $9.3 million if the minimum 
number of securities offered is sold, before deducting expenses. We estimate 
offering expenses to be approximately $700,000 before deducting placement agent 
fees.We estimate the net proceeds of the offering to be approximately $8.0 million
if the minimum offering is obtained and approximately $10.2 million if the maximum 
offering is obtained. The following table sets forth our estimated net offering 
Proceeds from the sale of the minimum and the maximum amount of securities offered.



                              Estimated Offering Proceeds

 
						
    	   	                      
                                     Maximum Offering 	   	Minimum Offering

Offering Proceeds                    $  11,666,676 	       $ 9,333,338

Less Placement Agent Fees and        
Offering Expenses	   	     $ 	1,516,667 	        $ 1,353,334
	   	  	  	   	  	 
                                                                 
Net Proceeds from Offering           $  10,150,009 	         $ 7,980,004  
	   	             
 

(1) Our lead placement agent, Anderson & Strudwick, Incorporated, will be paid a
    7% percent fee and a 1% expense reimbursement for all units sold in the 
    offering. Our estimated offering expenses, including the 1% expense 
    reimbursement but not including placement agent fees, are $700,000.

We intend to use the net proceeds of this offering as follows, and we have 
ordered the specific uses of proceeds in order of priority.		

Description of Use            	  Maximum Offering 	   	Minimum Offering

Increase Statutory Capital        $ 4,000,000                     $ 4,000,000
and Surplus
	   	                      	   	
                                    
Marketing                 	  $ 1,000,000 	   	 	   $ 1,000,000

Working Capital	   	          $ 5,150,009 	   	 	   $ 2,980,004
	   	  	  	   	  	 
                                   
Total Uses of Proceeds             $10,150,009                     $ 7,980,004   	   	              	  	    	            $ 	 7,980,004
 

Except as described above, we have no immediate need for the proceeds we will 
receive from this offering. The principal purposes of this offering are to
increase our statutory capital and surplus, obtain additional capital, to 
create a public market for our common stock and to facilitate our future access 
to the public equity markets.We expect to use the net proceeds from this 
offering to provide additional long-term working capital, in the form of 
unrestricted cash, to support the growth of our business by providing us with 
financial flexibility.We may use a portion of the net proceeds from this 
offering to pursue acquisitions and expansions of the insurance products that 
we offer in existing and new markets. We have no commitments with respect to any
such acquisition or investment, and we are not currently involved in any 
negotiations with respect to any such transaction. In the event that we sell 
only the minimum number of units offered, and therefore, receive only the 
minimum amount of offering proceeds, we would have less working capital with 
which to pursue the foregoing. Pending the use by us and by Homeowners Choice 
Property & Casualty Insurance Company, Inc. of such proceeds, we will invest 
such proceeds in interest-bearing securities consistent with our current 
investment policies."
"HCI GROUP, INC.",https://www.nasdaq.com/markets/ipos/company/hci-group-inc-745395-58221,https://www.nasdaq.com/markets/ipos/company/hci-group-inc-745395-58221,424B3,2/13/2009,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=6411340,"The gross proceeds from this offering will be approximately $11.7 million if the 
maximum number of securities offered is sold, and $9.3 million if the minimum 
number of securities offered is sold, before deducting expenses. We estimate 
offering expenses to be approximately $700,000 before deducting placement agent 
fees.We estimate the net proceeds of the offering to be approximately $8.0 million
if the minimum offering is obtained and approximately $10.2 million if the maximum 
offering is obtained. The following table sets forth our estimated net offering 
Proceeds from the sale of the minimum and the maximum amount of securities offered.



                              Estimated Offering Proceeds

 
						
    	   	                      
                                     Maximum Offering 	   	Minimum Offering

Offering Proceeds                    $  11,666,676 	       $ 9,333,338

Less Placement Agent Fees and        
Offering Expenses	   	     $ 	1,516,667 	        $ 1,353,334
	   	  	  	   	  	 
                                                                 
Net Proceeds from Offering           $  10,150,009 	         $ 7,980,004  
	   	             
 

(1) Our lead placement agent, Anderson & Strudwick, Incorporated, will be paid a
    7% percent fee and a 1% expense reimbursement for all units sold in the 
    offering. Our estimated offering expenses, including the 1% expense 
    reimbursement but not including placement agent fees, are $700,000.

We intend to use the net proceeds of this offering as follows, and we have 
ordered the specific uses of proceeds in order of priority.		

Description of Use            	  Maximum Offering 	   	Minimum Offering

Increase Statutory Capital        $ 4,000,000                     $ 4,000,000
and Surplus
	   	                      	   	
                                    
Marketing                 	  $ 1,000,000 	   	 	   $ 1,000,000

Working Capital	   	          $ 5,150,009 	   	 	   $ 2,980,004
	   	  	  	   	  	 
                                   
Total Uses of Proceeds             $10,150,009                     $ 7,980,004   	   	              	  	    	            $ 	 7,980,004
 

Except as described above, we have no immediate need for the proceeds we will 
receive from this offering. The principal purposes of this offering are to
increase our statutory capital and surplus, obtain additional capital, to 
create a public market for our common stock and to facilitate our future access 
to the public equity markets.We expect to use the net proceeds from this 
offering to provide additional long-term working capital, in the form of 
unrestricted cash, to support the growth of our business by providing us with 
financial flexibility.We may use a portion of the net proceeds from this 
offering to pursue acquisitions and expansions of the insurance products that 
we offer in existing and new markets. We have no commitments with respect to any
such acquisition or investment, and we are not currently involved in any 
negotiations with respect to any such transaction. In the event that we sell 
only the minimum number of units offered, and therefore, receive only the 
minimum amount of offering proceeds, we would have less working capital with 
which to pursue the foregoing. Pending the use by us and by Homeowners Choice 
Property & Casualty Insurance Company, Inc. of such proceeds, we will invest 
such proceeds in interest-bearing securities consistent with our current 
investment policies."
"HCI GROUP, INC.",https://www.nasdaq.com/markets/ipos/company/hci-group-inc-745395-58221,https://www.nasdaq.com/markets/ipos/company/hci-group-inc-745395-58221,424B3,7/24/2008,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=6058773,"The gross proceeds from this offering will be approximately $11.7 million if the 
maximum number of securities offered is sold, and $9.3 million if the minimum 
number of securities offered is sold, before deducting expenses. We estimate 
offering expenses to be approximately $700,000 before deducting placement agent 
fees.We estimate the net proceeds of the offering to be approximately $8.0 million
if the minimum offering is obtained and approximately $10.2 million if the maximum 
offering is obtained. The following table sets forth our estimated net offering 
Proceeds from the sale of the minimum and the maximum amount of securities offered.



                              Estimated Offering Proceeds

 
						
    	   	                      
                                     Maximum Offering 	   	Minimum Offering

Offering Proceeds                    $  11,666,676 	       $ 9,333,338

Less Placement Agent Fees and        
Offering Expenses	   	     $ 	1,516,667 	        $ 1,353,334
	   	  	  	   	  	 
                                                                 
Net Proceeds from Offering           $  10,150,009 	         $ 7,980,004  
	   	             
 

(1) Our lead placement agent, Anderson & Strudwick, Incorporated, will be paid a
    7% percent fee and a 1% expense reimbursement for all units sold in the 
    offering. Our estimated offering expenses, including the 1% expense 
    reimbursement but not including placement agent fees, are $700,000.

We intend to use the net proceeds of this offering as follows, and we have 
ordered the specific uses of proceeds in order of priority.		

Description of Use            	  Maximum Offering 	   	Minimum Offering

Increase Statutory Capital        $ 4,000,000                     $ 4,000,000
and Surplus
	   	                      	   	
                                    
Marketing                 	  $ 1,000,000 	   	 	   $ 1,000,000

Working Capital	   	          $ 5,150,009 	   	 	   $ 2,980,004
	   	  	  	   	  	 
                                   
Total Uses of Proceeds             $10,150,009                     $ 7,980,004   	   	              	  	    	            $ 	 7,980,004
 

Except as described above, we have no immediate need for the proceeds we will 
receive from this offering. The principal purposes of this offering are to
increase our statutory capital and surplus, obtain additional capital, to 
create a public market for our common stock and to facilitate our future access 
to the public equity markets.We expect to use the net proceeds from this 
offering to provide additional long-term working capital, in the form of 
unrestricted cash, to support the growth of our business by providing us with 
financial flexibility.We may use a portion of the net proceeds from this 
offering to pursue acquisitions and expansions of the insurance products that 
we offer in existing and new markets. We have no commitments with respect to any
such acquisition or investment, and we are not currently involved in any 
negotiations with respect to any such transaction. In the event that we sell 
only the minimum number of units offered, and therefore, receive only the 
minimum amount of offering proceeds, we would have less working capital with 
which to pursue the foregoing. Pending the use by us and by Homeowners Choice 
Property & Casualty Insurance Company, Inc. of such proceeds, we will invest 
such proceeds in interest-bearing securities consistent with our current 
investment policies."
CHINA DISTANCE EDUCATION HOLDINGS LTD,https://www.nasdaq.com/markets/ipos/company/china-distance-education-holdings-ltd-782347-58820,https://www.nasdaq.com/markets/ipos/company/china-distance-education-holdings-ltd-782347-58820,424B4,7/30/2008,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=6067514,"We estimate that we will receive net proceeds from this offering of 
approximately $53.6 million, or approximately $62.2 million if the underwriters 
exercise their over-allotment option in full, after deducting underwriting 
discount and other estimated offering expenses payable by us.

The primary purposes of this offering are to obtain additional equity capital,
create a public market for our ordinary shares represented by ADSs, and 
facilitate future access to public markets. We expect to use the net proceeds 
from this offering, together with available funds, for general corporate 
purposes, including working capital, capital expenditures relating to the 
expansion of our operations and potential acquisitions. The timing and size 
of our particular capital expenditure needs may change rapidly in response to 
perceived market opportunities, technological changes and actions by our 
competitors and, therefore, our management is currently unable to allocate 
any specific portions of the net proceeds for particular uses. We do not 
currently have any agreements or understanding to make any material 
acquisitions of, or investments in, other businesses.

Pending our use of the net proceeds we receive from this offering, we intend 
to invest our net proceeds in short-term, investment grade, debt securities or 
to deposit the proceeds into interest-bearing bank accounts. These investments 
may have a material adverse effect on the U.S. federal income tax consequences 
of your investment in our ADSs. It is possible that we may become a PFIC for 
U.S. federal income taxpayers, which could result in negative tax consequences 
to you."
"OAK TREE EDUCATIONAL PARTNERS, INC.",https://www.nasdaq.com/markets/ipos/company/oak-tree-educational-partners-inc-729490-54186,https://www.nasdaq.com/markets/ipos/company/oak-tree-educational-partners-inc-729490-54186,424B3,4/23/2009,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=6554128,"We will not receive any proceeds from the sale by the selling  stockholders
of their common stock."
"OAK TREE EDUCATIONAL PARTNERS, INC.",https://www.nasdaq.com/markets/ipos/company/oak-tree-educational-partners-inc-729490-54186,https://www.nasdaq.com/markets/ipos/company/oak-tree-educational-partners-inc-729490-54186,424B3,5/1/2008,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=5898094,"We will not receive any proceeds from the sale by the selling  stockholders
of their common stock."
"OAK TREE EDUCATIONAL PARTNERS, INC.",https://www.nasdaq.com/markets/ipos/company/oak-tree-educational-partners-inc-729490-54186,https://www.nasdaq.com/markets/ipos/company/oak-tree-educational-partners-inc-729490-54186,424B1,5/7/2007,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=5154459,"We will not receive any proceeds from the sale by the selling  stockholders
of their common stock."
NORTH ASIA INVESTMENT CORP,https://www.nasdaq.com/markets/ipos/company/north-asia-investment-corp-765853-57240,https://www.nasdaq.com/markets/ipos/company/north-asia-investment-corp-765853-57240,424B4,7/25/2008,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=6059606,"We estimate that the net proceeds of this offering, in addition to the funds we
will receive from the sale of the sponsors' warrants (all of which will be
deposited into the trust account), will be as set forth in the following table:

                                                               Without       With Over-
                                                                Over-        Allotment
                                                              Allotment        Option
                                                                Option       Exercised

Offering proceeds from sale to public                        $ 50,000,000   $ 57,500,000
Proceeds from sale of sponsors' warrants                        2,455,000      2,455,000

Total gross proceeds                                         $ 54,455,000   $ 59,955,000

Offering expenses(1)(2)
Underwriting discount (7% of offering gross proceeds to
public)                                                      $   3,500,000   $   4,025,000
Legal fees and expenses (including for U.S., Korean, China
and Cayman Islands counsel)                                       560,000        560,000
Printing and engraving expenses                                   125,000        125,000
Accounting fees and expenses                                       60,000         60,000
SEC registration fee                                                6,179          6,179
FINRA filing fee                                                   20,625         20,625
American Stock Exchange fees                                       80,000         80,000
Miscellaneous expenses                                             48,196         48,196

Total offering expenses                                      $   4,400,000   $   4,925,000

Proceeds after offering expenses                             $  48,055,000   $  55,030,000

Net offering proceeds held in the trust account              $  48,005,000   $  54,980,000
Deferred underwriting discounts and commissions held in
the trust account                                            $   2,000,000   $   2,300,000

Total held in the trust account                              $  50,005,000   $  57,280,000

Net offering proceeds not held in the trust account(3)       $     50,000   $     50,000

Working capital funded from net proceeds not held in the
trust account and up to $1.5 million in interest earned on
monies held in the trust account(3)(4)
Legal, accounting and other non-due diligence expenses,
including structuring and negotiating a business
combination                                                       430,000
Due diligence of prospective target businesses, including
fees for market research or consultants used to perform
due diligence, if any, and reimbursement of out-of-pocket
due diligence expenses incurred by our management team            400,000
Payment for office space, administrative and support
services to Kang & Company, Ltd. ($10,000 per month for up
to 36 months)                                                     360,000
Legal and accounting fees relating to SEC reporting
obligations                                                       200,000
Working capital to cover miscellaneous expenses
(potentially including deposits or down payments for a
proposed business combination), director and officer
liability insurance premiums and reserves                         160,000

Total                                                        $  1,550,000

(1)   A portion of the offering expenses have been paid from an advance of
      $100,000 we received from Thomas Chan-Soo Kang described below. These
      advances will be repaid out of the proceeds of this offering not being
      placed in the trust account upon consummation of this offering.

(2)   These expenses are estimates only. Our actual expenditures for some or all
      of these items may differ from the estimates set forth herein.

(3)   The amount of net proceeds from this offering not held in the trust account
      will remain constant at $50,000 even if the underwriters' over-allotment is
      exercised. In addition, $1.5 million of interest income earned on the
      amounts held in the trust account will be available to us to pay for our
      working capital requirements. If the size of this offering is increased, the
      amount of interest income earned on the trust account that can be released
      to us to fund our working capital will be increased proportionately. For
      purposes of presentation, the full amount available to us is shown as the
      total amount of net proceeds available to us immediately following the
      offering.

(4)   These are estimates only. Our actual expenditures for some or all of these
      items may differ from the estimates set forth herein. For example, we may
      incur greater legal and accounting expenses than our current estimates in
      connection with negotiating and structuring a business combination based
      upon the level of complexity of that business combination. We do not
      anticipate any change in our intended use of proceeds, other than
      fluctuations among the current categories of allocated expenses, which
      fluctuations, to the extent they exceed current estimates for any specific
      category of expenses, would be deducted from our excess working capital.

A total of approximately $50.0 million (or approximately $57.3 million if the 
underwriters’ over-allotment option is exercised in full) of the net proceeds 
from this offering and the sale of the sponsors’ warrants described in this 
prospectus, including $2.0 million (or $2.3 million if the underwriters’ 
over-allotment option is exercised in full) of deferred underwriting discounts 
and commissions will be placed in the trust account at HSBC (London) maintained 
by Continental Stock Transfer & Trust Company, as trustee. Except for a portion 
of the interest income that may be released to us, the proceeds held in trust 
will not be released from the trust account until the earliest of the approval 
of the extended period, if any, the completion of our initial business 
combination or our liquidation. All amounts held in the trust account that are 
not paid to public shareholders who elect to exercise their conversion rights or 
released to us as interest income will be released on closing of our initial 
business combination with one or more target businesses which collectively have 
a fair market value of at least 80% of the balance in the trust account 
(excluding deferred underwriting discounts and commissions of $2.0 million or 
$2.3 million if the underwriters’ over-allotment option is exercised in full) at 
the time of the execution of a definitive agreement for such business 
combination, subject to a majority of our public shareholders voting in favor of 
the business combination and less than 40% of the public shareholders electing 
their conversion rights (on a cumulative basis including any ordinary shares 
converted in connection with a vote on the extended period) and subject to such 
deferred underwriting discount and commission having been paid to the 
underwriters. On release of funds from the trust account and after payment of 
the conversion price to any public shareholders who exercise their conversion 
rights, the underwriters will receive their deferred underwriting discounts and 
commissions, and the remaining funds will be released to us and can be used to 
pay all or a portion of the purchase price of the business or businesses with 
which our initial combination occurs. If the business combination is paid for 
using stock or debt securities, we may apply the cash released to us from the 
trust account to general corporate purposes, including for the maintenance or 
expansion of operations of the acquired business or businesses, the payment of 
principal or interest due on indebtedness incurred in consummating our initial 
business combination, to fund the purchase of other companies, or for working 
capital.

If the size of this offering is increased, the amount of interest income earned
on the trust account that can be released to us to fund our working capital will
be increased proportionately.

We have agreed to pay Kang & Company, Ltd., an affiliate of Messrs. Kang, Kim,
Morrison, Rittenberg, and Sang-Uh Han an aggregate of $10,000 per month for
office space, administrative services and secretarial support. This arrangement
is being agreed to us by Kang & Company, Ltd. for our benefit and is not
intended to provide Messrs. Kang, Kim, Morrison, Rittenberg or Sang-Uh Han
compensation in lieu of a salary or other remuneration. We believe that such
fees are at least as favorable as we could have obtained from an unaffiliated
person based on rents and fees for similar services in the ROK. Upon completion
of a business combination or our liquidation, we will cease paying these monthly
fees.

We expect that due diligence of prospective target businesses will be performed
by some or all of the members of our management team and may include engaging
market research firms and/or third party consultants. Members of our management
team, or their affiliates or associates, will not receive any compensation for
their due diligence of prospective target businesses, but will be reimbursed for
any out-of-pocket expenses (such as travel expenses) incurred in connection with
such due diligence activities. Our audit committee will review and approve all
expense reimbursements made to any member of our management team and any expense
reimbursements payable to members of our audit committee will be reviewed and
approved by our Board of Directors, with the interested director or directors
abstaining from such review and approval.

We believe that amounts not held in the trust account as well as the interest
income earned on the trust account balance released to us to pay any tax
obligations and interest income of up to $1.5 million earned on the trust
account balance that may be released to us will be sufficient to pay the costs
and expenses to which such proceeds are allocated. However, if our estimate of
the costs of undertaking in-depth due diligence and negotiating a business
combination is less than the actual amount necessary to do so, we may be
required to raise additional capital, the amount, availability and cost of which
is currently not ascertainable. In this event, we could seek such additional
capital through loans or additional investments from members of our management
team, but such members of our management team are not under any obligation to
advance funds to, or invest in, us.

If we complete a business combination, the out-of-pocket expenses incurred by
members of our management team prior to the business combination's closing will
become an obligation of the post-combination business, assuming these
out-of-pocket expenses have not been reimbursed prior to the closing. These
expenses would be a liability of the post-combination business and would be
treated in a manner similar to any other account payable of the combined
business. Members of our management team may, as part of any such combination,
negotiate the repayment of some or all of any such expenses. If the target
business' owners do not agree to such repayment, this could cause our management
team to view such potential business combination unfavorably and result in a
conflict of interest.

To the extent that our capital shares are used in whole or in part as
consideration to effect a business combination, the proceeds held in the trust
account as well as any other net proceeds not expended will be used to finance
the operations of the target business. Such working capital funds could be used
in a variety of ways including continuing or expanding the target business'
operations, for strategic acquisitions and for marketing, research and
development of existing or new products. Such funds could also be used to repay
any operating expenses or finders' fees which we had incurred prior to the
completion of our business combination if the funds available to us outside of
the trust account were insufficient to cover such expenses.

As of the date of this prospectus, Thomas Chan-Soo Kang has advanced to us an
aggregate of $100,000 which was used to pay a portion of the SEC registration
fee, FINRA filing fee, the non-refundable portion of the American Stock Exchange
fee and accounting and legal fees and expenses of this offering referenced in
the line items above. These advances are non-interest bearing, unsecured and are
due at the earlier of December 12, 2008 or the consummation of this offering.
The loans will be repaid out of the proceeds of this offering not being placed
in the trust account.

The net proceeds of this offering not held in the trust account and not
immediately required for the purposes set forth above will be invested only in
United States ""government securities"" within the meaning of Section 2(a)(16) of
the Investment Company Act of 1940 having a maturity of 180 days or less, so
that we are not deemed to be an investment company under the Investment Company
Act. Interest income earned on the trust account balance may be released to us
to pay any tax obligations and interest income of up to $1.5 million earned on
the trust account balance may be released to us to fund our working capital
requirements.

Other than the fee for office space, administrative services and secretarial
support described above, no compensation of any kind (including finder's and
consulting fees) will be paid to members of our management team or any of their
affiliates, for services rendered to us prior to or in connection with the
consummation of our initial business combination. However, members of our
management team will receive reimbursement for any out-of-pocket expenses
incurred by them in connection with activities on our behalf, such as
identifying potential target businesses and performing due diligence on suitable
business combinations. To the extent that such expenses exceed the available
proceeds not deposited in the trust account and interest income that is released
to us from the trust account, such out-of-pocket expenses would not be
reimbursed by us prior to our consummation of a business combination. There is
no limit on the amount of such expenses reimbursable by us to members of our
management team. A public shareholder will be entitled to receive funds from the
trust account only in the event of our liquidation if we fail to complete a
business combination within the allotted time or if the public shareholder
converts such shares into cash in connection with a business combination or a
shareholder vote on the extended period that the public shareholder voted
against and that we actually complete. In no other circumstances will a public
shareholder have any right or interest of any kind in or to funds in the trust
account.

On completion of our initial business combination, the underwriters will receive
the deferred underwriters' discounts and commissions held in the trust account.
If we do not complete an initial business combination and the trustee must
therefore distribute the balance in the trust account, the underwriters have
agreed (i) on our liquidation, they will forfeit any rights or claims to the
deferred underwriting discounts and commissions, including any accrued interest
thereon, then in the trust account, and (ii) that the trustee is authorized to
distribute the deferred underwriting discounts and commissions, together with
any accrued interest thereon, net of income taxes payable on such interest, to
the public shareholders on a pro rata basis."
GT ADVANCED TECHNOLOGIES INC.,https://www.nasdaq.com/markets/ipos/company/gt-advanced-technologies-inc-742157-54289,https://www.nasdaq.com/markets/ipos/company/gt-advanced-technologies-inc-742157-54289,424B4,7/24/2008,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=6057537,"All of the shares of common stock are being sold by the selling stockholder named 
in this prospectus. GT Solar Holdings, LLC will use the net proceeds it receives 
in connection with this offering to make a distribution to its shareholders. We 
will not receive any of the proceeds from the sale of shares in this offering, 
including from any exercise by the underwriters of their over-allotment option. 
We will pay the expenses of this offering, other than the underwriters' discounts 
and commissions."
