Name,Overview Url,Use of Proceeds Url,Form,Filing Date,Form Url,Use of Proceeds
"CHINA ELECTRIC MOTOR, INC.",https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,424B3,10/19/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7506715,"Based on a per share offering price of $4.50, we estimate that the net proceeds
from the sale of the 5,000,000 shares of common stock in the offering will be 
approximately $20.0 million after deducting the estimated underwriting 
discounts and commissions and estimated offering expenses of approximately 
$2,543,750.  If the underwriter’s over-allotment option is exercised in full, 
we estimate that our net proceeds will be approximately $23.1 million. 

The principal purposes of this offering are to increase our working capital,
to create a public market for our common stock, and to facilitate our future 
access to the public capital markets. The net proceeds will be used to increase
manufacturing capacity, to purchase more industrial space, to modernize 
factory equipment and for other general corporate purposes. We cannot specify 
with certainty the particular uses for the net proceeds. The amounts and
timing of our actual expenditures will depend on numerous factors, including 
the status of our development efforts, sales and marketing activities, the 
amount of cash generated or used by our operations and competition. We may find
it necessary or advisable to use portions of the proceeds for other purposes, 
and we will have broad discretion in the application of the net proceeds. 
We have no current intentions to acquire any other businesses. Pending these
uses, the proceeds will be invested in short-term, investment grade, 
interest-bearing securities."
"CHINA ELECTRIC MOTOR, INC.",https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,424B3,8/18/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7422534,"Based on a per share offering price of $4.50, we estimate that the net proceeds
from the sale of the 5,000,000 shares of common stock in the offering will be 
approximately $20.0 million after deducting the estimated underwriting 
discounts and commissions and estimated offering expenses of approximately 
$2,543,750.  If the underwriter’s over-allotment option is exercised in full, 
we estimate that our net proceeds will be approximately $23.1 million. 

The principal purposes of this offering are to increase our working capital,
to create a public market for our common stock, and to facilitate our future 
access to the public capital markets. The net proceeds will be used to increase
manufacturing capacity, to purchase more industrial space, to modernize 
factory equipment and for other general corporate purposes. We cannot specify 
with certainty the particular uses for the net proceeds. The amounts and
timing of our actual expenditures will depend on numerous factors, including 
the status of our development efforts, sales and marketing activities, the 
amount of cash generated or used by our operations and competition. We may find
it necessary or advisable to use portions of the proceeds for other purposes, 
and we will have broad discretion in the application of the net proceeds. 
We have no current intentions to acquire any other businesses. Pending these
uses, the proceeds will be invested in short-term, investment grade, 
interest-bearing securities."
"CHINA ELECTRIC MOTOR, INC.",https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,424B3,7/28/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7378595,"Based on a per share offering price of $4.50, we estimate that the net proceeds
from the sale of the 5,000,000 shares of common stock in the offering will be 
approximately $20.0 million after deducting the estimated underwriting 
discounts and commissions and estimated offering expenses of approximately 
$2,543,750.  If the underwriter’s over-allotment option is exercised in full, 
we estimate that our net proceeds will be approximately $23.1 million. 

The principal purposes of this offering are to increase our working capital,
to create a public market for our common stock, and to facilitate our future 
access to the public capital markets. The net proceeds will be used to increase
manufacturing capacity, to purchase more industrial space, to modernize 
factory equipment and for other general corporate purposes. We cannot specify 
with certainty the particular uses for the net proceeds. The amounts and
timing of our actual expenditures will depend on numerous factors, including 
the status of our development efforts, sales and marketing activities, the 
amount of cash generated or used by our operations and competition. We may find
it necessary or advisable to use portions of the proceeds for other purposes, 
and we will have broad discretion in the application of the net proceeds. 
We have no current intentions to acquire any other businesses. Pending these
uses, the proceeds will be invested in short-term, investment grade, 
interest-bearing securities."
"CHINA ELECTRIC MOTOR, INC.",https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,424B3,5/26/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7282636,"Based on a per share offering price of $4.50, we estimate that the net proceeds
from the sale of the 5,000,000 shares of common stock in the offering will be 
approximately $20.0 million after deducting the estimated underwriting 
discounts and commissions and estimated offering expenses of approximately 
$2,543,750.  If the underwriter’s over-allotment option is exercised in full, 
we estimate that our net proceeds will be approximately $23.1 million. 

The principal purposes of this offering are to increase our working capital,
to create a public market for our common stock, and to facilitate our future 
access to the public capital markets. The net proceeds will be used to increase
manufacturing capacity, to purchase more industrial space, to modernize 
factory equipment and for other general corporate purposes. We cannot specify 
with certainty the particular uses for the net proceeds. The amounts and
timing of our actual expenditures will depend on numerous factors, including 
the status of our development efforts, sales and marketing activities, the 
amount of cash generated or used by our operations and competition. We may find
it necessary or advisable to use portions of the proceeds for other purposes, 
and we will have broad discretion in the application of the net proceeds. 
We have no current intentions to acquire any other businesses. Pending these
uses, the proceeds will be invested in short-term, investment grade, 
interest-bearing securities."
"CHINA ELECTRIC MOTOR, INC.",https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,424B3,4/6/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7173280,"Based on a per share offering price of $4.50, we estimate that the net proceeds
from the sale of the 5,000,000 shares of common stock in the offering will be 
approximately $20.0 million after deducting the estimated underwriting 
discounts and commissions and estimated offering expenses of approximately 
$2,543,750.  If the underwriter’s over-allotment option is exercised in full, 
we estimate that our net proceeds will be approximately $23.1 million. 

The principal purposes of this offering are to increase our working capital,
to create a public market for our common stock, and to facilitate our future 
access to the public capital markets. The net proceeds will be used to increase
manufacturing capacity, to purchase more industrial space, to modernize 
factory equipment and for other general corporate purposes. We cannot specify 
with certainty the particular uses for the net proceeds. The amounts and
timing of our actual expenditures will depend on numerous factors, including 
the status of our development efforts, sales and marketing activities, the 
amount of cash generated or used by our operations and competition. We may find
it necessary or advisable to use portions of the proceeds for other purposes, 
and we will have broad discretion in the application of the net proceeds. 
We have no current intentions to acquire any other businesses. Pending these
uses, the proceeds will be invested in short-term, investment grade, 
interest-bearing securities."
"CHINA ELECTRIC MOTOR, INC.",https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,424B3,2/23/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7072374,"Based on a per share offering price of $4.50, we estimate that the net proceeds
from the sale of the 5,000,000 shares of common stock in the offering will be 
approximately $20.0 million after deducting the estimated underwriting 
discounts and commissions and estimated offering expenses of approximately 
$2,543,750.  If the underwriter’s over-allotment option is exercised in full, 
we estimate that our net proceeds will be approximately $23.1 million. 

The principal purposes of this offering are to increase our working capital,
to create a public market for our common stock, and to facilitate our future 
access to the public capital markets. The net proceeds will be used to increase
manufacturing capacity, to purchase more industrial space, to modernize 
factory equipment and for other general corporate purposes. We cannot specify 
with certainty the particular uses for the net proceeds. The amounts and
timing of our actual expenditures will depend on numerous factors, including 
the status of our development efforts, sales and marketing activities, the 
amount of cash generated or used by our operations and competition. We may find
it necessary or advisable to use portions of the proceeds for other purposes, 
and we will have broad discretion in the application of the net proceeds. 
We have no current intentions to acquire any other businesses. Pending these
uses, the proceeds will be invested in short-term, investment grade, 
interest-bearing securities."
"CHINA ELECTRIC MOTOR, INC.",https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,424B3,2/4/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7026946,"Based on a per share offering price of $4.50, we estimate that the net proceeds
from the sale of the 5,000,000 shares of common stock in the offering will be 
approximately $20.0 million after deducting the estimated underwriting 
discounts and commissions and estimated offering expenses of approximately 
$2,543,750.  If the underwriter’s over-allotment option is exercised in full, 
we estimate that our net proceeds will be approximately $23.1 million. 

The principal purposes of this offering are to increase our working capital,
to create a public market for our common stock, and to facilitate our future 
access to the public capital markets. The net proceeds will be used to increase
manufacturing capacity, to purchase more industrial space, to modernize 
factory equipment and for other general corporate purposes. We cannot specify 
with certainty the particular uses for the net proceeds. The amounts and
timing of our actual expenditures will depend on numerous factors, including 
the status of our development efforts, sales and marketing activities, the 
amount of cash generated or used by our operations and competition. We may find
it necessary or advisable to use portions of the proceeds for other purposes, 
and we will have broad discretion in the application of the net proceeds. 
We have no current intentions to acquire any other businesses. Pending these
uses, the proceeds will be invested in short-term, investment grade, 
interest-bearing securities."
"CHINA ELECTRIC MOTOR, INC.",https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,https://www.nasdaq.com/markets/ipos/company/china-electric-motor-inc-767729-62318,424B4,1/29/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7010232,"Based on a per share offering price of $4.50, we estimate that the net proceeds
from the sale of the 5,000,000 shares of common stock in the offering will be 
approximately $20.0 million after deducting the estimated underwriting 
discounts and commissions and estimated offering expenses of approximately 
$2,543,750.  If the underwriter’s over-allotment option is exercised in full, 
we estimate that our net proceeds will be approximately $23.1 million. 

The principal purposes of this offering are to increase our working capital,
to create a public market for our common stock, and to facilitate our future 
access to the public capital markets. The net proceeds will be used to increase
manufacturing capacity, to purchase more industrial space, to modernize 
factory equipment and for other general corporate purposes. We cannot specify 
with certainty the particular uses for the net proceeds. The amounts and
timing of our actual expenditures will depend on numerous factors, including 
the status of our development efforts, sales and marketing activities, the 
amount of cash generated or used by our operations and competition. We may find
it necessary or advisable to use portions of the proceeds for other purposes, 
and we will have broad discretion in the application of the net proceeds. 
We have no current intentions to acquire any other businesses. Pending these
uses, the proceeds will be invested in short-term, investment grade, 
interest-bearing securities."
IFM INVESTMENTS LTD,https://www.nasdaq.com/markets/ipos/company/ifm-investments-ltd-818638-63053,https://www.nasdaq.com/markets/ipos/company/ifm-investments-ltd-818638-63053,424B4,1/29/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7010366,"We estimate that we will receive net proceeds of approximately US$77.8 million
from this offering, or US$90.0 million if the underwriters exercise their 
option to purchase additional ADSs in full, after deducting the estimated 
underwriting discount and offering expenses payable by us. 

We intend to use the net proceeds of this offering for the following purposes: 

• approximately US$40 million to fund the development of our company-owned 
  brokerage services business to enter new cities through selected strategic
  acquisitions to enter new cities; 

• approximately US$20 million to fund the development of our company-owned
  brokerage services business in existing cities by opening additional
  company-owned sales offices; 
 
• approximately US$10 million to invest and upgrade our information and
  operations systems; 
 
• the balance to fund general corporate purposes, including our working
  capital needs. 
 

As of the date of this prospectus, we cannot specify with certainty the 
particular uses for all of the net proceeds we will receive upon the 
completion of this offering. The foregoing represents our current intentions 
with respect to the use and allocation of the net proceeds of this offering 
based upon our present plans and business conditions. Accordingly, our 
management will have significant discretion in applying the net proceeds we 
will receive from the offering. The occurrence of unforeseen events or 
changed business conditions could result in application of the net proceeds 
of this offering in a manner other than as described in this prospectus. 

As of the date of this prospectus, we believe that the estimated net 
proceeds of this offering, along with existing cash balances and ongoing 
operating cash flows, will provide necessary capital for our contemplated 
expansion plans. Pending use of the net proceeds, we intend to invest our net 
proceeds in short-term, interest bearing, investment-grade obligations."
CHINA HYDROELECTRIC CORP,https://www.nasdaq.com/markets/ipos/company/china-hydroelectric-corp-817076-62817,https://www.nasdaq.com/markets/ipos/company/china-hydroelectric-corp-817076-62817,424B4,1/26/2010,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=7003146,"We expect that the net proceeds we will receive from the sale of the units 
offered by us will be approximately $62.7 million, based on an assumed initial 
public offering price of $16 per unit and after deducting the estimated 
underwriting discount, the non-accountable expense allowance and estimated 
offering expenses payable by us. If the underwriters exercise their option to 
purchase up to 750,000 additional units from us in full, our net proceeds will 
be approximately $73.9 million after deducting the estimated underwriting 
discount and estimated offering expenses. The non-accountable expense 
allowance of 1% of the gross proceeds of this offering will not be paid on any 
units that the underwriters elect to purchase pursuant to their over-allotment 
option. A $1 increase/(decrease) in the assumed initial public offering price 
of $16 per unit would increase/(decrease) the net proceeds to us from this 
offering by approximately $2.9 million, or approximately $3.3 million if the 
underwriters exercise their option to purchase up to 750,000 additional units 
from us in full, assuming the number of units offered by us, as set forth on 
the cover page of this prospectus, remains the same, and after deducting the 
estimated underwriting discount, the non-accountable expense allowance (which 
does not apply to the additional 750,000 additional units) and estimated 
offering expenses payable by us. 
  
The primary purposes of this offering are to gain access to the broader 
capital markets to assist our future business development, to create a public 
market for our ordinary shares for the benefit of all shareholders, to retain 
talented employees by providing them with equity incentives and to obtain 
additional capital. We intend to use our net proceeds from this offering to 
acquire hydroelectric power companies and assets and for the development of 
new hydropower plants in China, for working capital and for general corporate
purposes. We do not currently have more specific plans to acquire any 
particular hydropower plant using the net proceeds from this offering and have 
not entered into any agreement with respect to any such potential acquisition.
  
We have not yet determined all of our expected expenditures, and we cannot 
estimate the amounts to be used for the purposes set forth above. The amounts 
and timing of any expenditures will depend on the availability of acquisition 
opportunities on terms acceptable to us. Accordingly, our management will have 
significant flexibility in applying the net proceeds of this offering. 
  
Pending use of the net proceeds as described above, we intend to invest the 
net proceeds of this offering in short-term, interest-bearing, 
investment-grade securities or bank deposits. These investments may have a 
material adverse effect on the U.S. federal income tax consequences of your 
investment in our units. It is possible that we may become a passive foreign 
investment company for U.S. federal income tax purposes, which could result in 
adverse tax consequences for you.
  
In utilizing the proceeds of this offering, as an offshore holding company, we 
are permitted, under PRC laws and regulations, to provide funding to our 
existing and any future PRC subsidiaries and investee companies through 
capital contributions or loans subject to satisfaction of applicable 
government registration and approval requirements. We may not be able to 
obtain these government registrations or approvals on a timely basis, or at 
all."
