Name,Overview Url,Use of Proceeds Url,Form,Filing Date,Form Url,Use of Proceeds
EXACT SCIENCES CORP,https://www.nasdaq.com/markets/ipos/company/exact-sciences-corp-80522-11043,https://www.nasdaq.com/markets/ipos/company/exact-sciences-corp-80522-11043,424B4,1/31/2001,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=1163232,"We estimate the aggregate net proceeds of the offering to be approximately
$54,800,000, after deducting the estimated underwriting discount and offering
expenses. If the underwriters' over-allotment option is exercised in full, we
estimate that such net proceeds will be approximately $63,170,000. See
""Underwriting.""
    We currently expect to use approximately $19.0 million of the net proceeds
of this offering to fund clinical studies and trials, $24.0 million of the net
proceeds to fund other research and development and the balance of the net
proceeds for working capital and other general corporate purposes. The actual
amounts expended for each purpose may vary significantly depending on a number
of factors, including the results of our clinical studies and trials and other
unforeseen circumstances. Pending such uses, we will invest the proceeds of the
offering in short-term, interest-bearing, investment-grade securities,
certificates of deposit or direct or guaranteed obligations of the United
States."
EXACT SCIENCES CORP,https://www.nasdaq.com/markets/ipos/company/exact-sciences-corp-80522-11043,https://www.nasdaq.com/markets/ipos/company/exact-sciences-corp-80522-11043,424B4,1/31/2001,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=1373266,"We estimate the aggregate net proceeds of the offering to be approximately
$54,800,000, after deducting the estimated underwriting discount and offering
expenses. If the underwriters' over-allotment option is exercised in full, we
estimate that such net proceeds will be approximately $63,170,000. See
""Underwriting.""
    We currently expect to use approximately $19.0 million of the net proceeds
of this offering to fund clinical studies and trials, $24.0 million of the net
proceeds to fund other research and development and the balance of the net
proceeds for working capital and other general corporate purposes. The actual
amounts expended for each purpose may vary significantly depending on a number
of factors, including the results of our clinical studies and trials and other
unforeseen circumstances. Pending such uses, we will invest the proceeds of the
offering in short-term, interest-bearing, investment-grade securities,
certificates of deposit or direct or guaranteed obligations of the United
States."
ALIGN TECHNOLOGY INC,https://www.nasdaq.com/markets/ipos/company/align-technology-inc-80922-11248,https://www.nasdaq.com/markets/ipos/company/align-technology-inc-80922-11248,424B3,1/26/2001,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=169934,"Our net proceeds from the sale of 10,000,000 shares of common stock we are
offering are estimated to be $137,200,000 ($158,125,000 if the underwriters'
over-allotment option is exercised in full) assuming an initial public offering
price of $15.00 per share and after deducting the underwriting discounts and
commissions and our estimated offering expenses.
   We currently intend to use the net proceeds of this offering, along with our
existing cash balances, primarily to expand our manufacturing capacity, to fund
our national advertising campaign and other sales and marketing activities, to
continue to develop our product and manufacturing process technology, to fund
working capital and for general corporate purposes. As of the date of this
prospectus, we have not allocated any specific amount of the proceeds for the
purposes listed in this paragraph. A portion of the net proceeds may also be
used to acquire or invest in complementary businesses, technologies, product
lines or products. Pending our use of the proceeds, the net proceeds of this
offering will be invested in short term, interest-bearing, investment-grade
securities."
ALIGN TECHNOLOGY INC,https://www.nasdaq.com/markets/ipos/company/align-technology-inc-80922-11248,https://www.nasdaq.com/markets/ipos/company/align-technology-inc-80922-11248,424B4,1/26/2001,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=832316,"Our net proceeds from the sale of 10,000,000 shares of common stock we are
offering are estimated to be $137,200,000 ($158,125,000 if the underwriters'
over-allotment option is exercised in full) assuming an initial public offering
price of $15.00 per share and after deducting the underwriting discounts and
commissions and our estimated offering expenses.
   We currently intend to use the net proceeds of this offering, along with our
existing cash balances, primarily to expand our manufacturing capacity, to fund
our national advertising campaign and other sales and marketing activities, to
continue to develop our product and manufacturing process technology, to fund
working capital and for general corporate purposes. As of the date of this
prospectus, we have not allocated any specific amount of the proceeds for the
purposes listed in this paragraph. A portion of the net proceeds may also be
used to acquire or invest in complementary businesses, technologies, product
lines or products. Pending our use of the proceeds, the net proceeds of this
offering will be invested in short term, interest-bearing, investment-grade
securities."
PEETS COFFEE & TEA INC,https://www.nasdaq.com/markets/ipos/company/peets-coffee-tea-inc-80176-10902,https://www.nasdaq.com/markets/ipos/company/peets-coffee-tea-inc-80176-10902,424B1,1/25/2001,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=870052,"We estimate that we will receive net proceeds from the sale of shares of our
common stock in this offering of approximately $21.7 million, and $23.4 million
if the underwriters exercise their over-allotment option in full, based upon an
assumed offering price of $10.00 per share and after deducting estimated
underwriting discounts and commissions and offering expenses. The principal
purposes of this offering are to obtain additional capital and to create a
public market for our common stock. We expect to use:
  . Approximately $11.7 million of the net proceeds to prepay our $8.0
    million term loan and repay approximately $3.7 million of revolving
    credit advances outstanding under our term loan and revolving credit
    facility;
  . Approximately $0.5 million of the net proceeds for marketing and related
    expenditures to increase our brand awareness and to support the
    implementation of our business strategy;
  . Approximately $1.2 million of the net proceeds to open new retail stores;
  . Approximately $0.5 million of the net proceeds for capital expenditures;
    and
  . The balance of the net proceeds for working capital and other general
    corporate purposes.
  We may use a portion of the net proceeds to acquire products or businesses
related to the coffee industry; however, we currently have no commitments or
agreements relating to any of these types of transactions. We will have
significant discretion in the use of the net proceeds of this offering.
Investors will be relying on the judgment of our management regarding the
application of the proceeds of this offering. Pending use of the net proceeds
as discussed above, we intend to invest these funds in short-term, interest-
bearing, investment-grade obligations.
  Pursuant to the terms of our term loan and revolving credit facility, we are
required to use the proceeds of this offering to prepay our $8.0 million term
loan and repay our outstanding revolving credit advances. Our $8.0 million term
loan matures on February 28, 2002 and bears interest at either the Index rate
(the higher of prime or 50 basis points over the average of rates for overnight
federal funds transactions) plus 5.25% or the London Interbank Offered Rate
(LIBOR) plus 7.00%. As of October 1, 2000, the interest rate is 14.0%. Our
revolving credit facility expires on August 31, 2005 and the advances
thereunder bear interest at either the Index rate plus 1.25% or LIBOR plus
3.00%. As of October 1, 2000, the interest rate is 10.0%. A more complete
discussion of the terms of our term loan and revolving credit facility is
included in ""Management's Discussion and Analysis of Financial Condition and
Results of Operations.""
  Proceeds from additional indebtedness incurred over the past year under our
credit facility were primarily used to build and open nine retail stores, to
add new production equipment to our roasting facility, and to deploy the
necessary computer equipment to strengthen our systems infrastructure."
PRACTICEWORKS INC,https://www.nasdaq.com/markets/ipos/company/practiceworks-inc-78657-11920,https://www.nasdaq.com/markets/ipos/company/practiceworks-inc-78657-11920,424B3,2/21/2001,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=278812,We will not receive any proceeds from the distribution.
RIVERSTONE NETWORKS INC,https://www.nasdaq.com/markets/ipos/company/riverstone-networks-inc-79482-7770,https://www.nasdaq.com/markets/ipos/company/riverstone-networks-inc-79482-7770,424B4,2/16/2001,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=422373,"We estimate that the net proceeds from the sale of the 10 million shares of 
common stock offered by us will be $108.6 million after deducting estimated 
underwriting discounts and commissions, and estimated offering expenses. If the
underwriters exercise in full their over-allotment option, we estimate that the
proceeds to us from the offering will be $125.3 million after similar 
deductions. We estimate that the proceeds from the issuance of 5,401,970 shares
of our common stock from the exercise of the stock purchase rights held by the 
strategic investors will be $46.6 million. 

We intend to use the net proceeds of the offering and the exercise by the 
strategic investors of their stock purchase rights for working capital and for 
other general corporate purposes. We will use our working capital to fund our 
operating expenses including our increased research and development costs and 
the expansion of our sales and marketing force. 

We may use a portion of the net proceeds to acquire complementary products, 
technologies or businesses. However, we have no commitments or agreements for 
any specific acquisitions and are not in negotiations for any acquisition 
transactions. 

Until the use of the net proceeds of this offering as described above, we plan 
to invest the net proceeds in short-term, investment grade, interest bearing 
obligations."
GMX RESOURCES INC,https://www.nasdaq.com/markets/ipos/company/gmx-resources-inc-80682-11144,https://www.nasdaq.com/markets/ipos/company/gmx-resources-inc-80682-11144,424B1,2/13/2001,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=1505514,"We expect the net proceeds from this offering to be approximately
$8.55 million, after deducting discounts to the underwriters and estimated
expenses of this offering that we will pay. If the underwriters exercise in full
their over-allotment option to purchase additional shares, estimated net
proceeds that we will receive from the offering will increase to approximately
$9.945 million.
    
 
    We plan to use the net proceeds from the offering as follows:
 
                                                                      PERCENT OF
USE                                                  DOLLAR AMOUNT   NET PROCEEDS
---                                                  -------------   ------------
Repay related party debt...........................    $  427,500          5%
Drilling of oil and gas wells......................    $8,122,500         95%
                                                       ----------        ----
Total..............................................    $8,550,000        100%
                                                       ==========        ====
 
    If the over-allotment option is exercised in full, we plan to use the
additional estimated $1.395 million for drilling of oil and gas wells.
 
    We plan to drill up to 30 wells with proved undeveloped reserves of 48 Bcfe
with an estimated capital cost of approximately $13.0 million after the
completion of the offering and prior to December 31, 2001. We also plan to spend
additional amounts to test deeper unproved zones in some of these same wells at
additional cost which we estimate to be as much as $1.5 million for the initial
three wells. If these wells are successful, we will likely continue to drill
these deeper wells and incur additional costs. We expect to use internal cash
flows or proceeds from borrowings under our credit facility in addition to the
proceeds from this offering for this purpose. Those funds are expected to meet
our cash requirements for at least 12 months. The actual wells, costs and timing
may vary depending on drilling results, equipment availability, commodity prices
and other factors. However, a number of factors affecting drilling and our plans
may change.
 
    The debt to be repaid is $427,500 to Ken L. Kenworthy, Jr., our president
and principal shareholder. This debt matures in April, 2001 and bears interest
at a rate approximating the prime rate, which rate was 9.5% at November 30,
2000. $227,500 of this amount will be used by Mr. Kenworthy to retire debt
incurred personally to loan funds to the company. Except for the difference in
principal amount, the terms of Mr. Kenworthy's loan to the company were the same
as those applicable to his personal debt. We have obtained the consent of our
bank lender for our secured revolving credit facility for the repayment of this
debt.
 
    We have a secured revolving credit facility which is more fully described in
""Management's Discussion and Analysis of Financial Condition and Results of
Operations"". After the offering, we expect the credit facility to remain in
place or be replaced with a larger facility on more favorable terms. We expect
to borrow on the credit facility in the future for additional development or
general corporate purposes. This credit facility has a borrowing base that is
based on the lender's periodic evaluation of oil and gas reserves which sets the
maximum amount we may borrow. As of October 31, 2000, the borrowing base was
$7.25 million, all of which was advanced. If our drilling program is successful
and commodity prices remain at current levels, we expect our borrowing base will
increase. If the borrowing base is not increased and cash flow from operations
plus proceeds of this offering are insufficient to complete our drilling plans,
we may seek alternate sources of financing or postpone planned drilling.
 
    Until used as described above, proceeds may be held in money market
instruments, deposits or similar investments or may be applied to temporarily
reduce borrowings under our credit facility."
GREENCORE TECHNOLOGY INC,https://www.nasdaq.com/markets/ipos/company/greencore-technology-inc-77701-4176,https://www.nasdaq.com/markets/ipos/company/greencore-technology-inc-77701-4176,424B1,2/12/2001,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=791866,"The net proceeds that we will receive from the sale of shares of our common
stock are estimated to be approximately $5,512,000 ($6,425,000 if the
underwriters' over-allotment option is exercised in full). These numbers take
into account underwriting discounts and commissions and other estimated
offering expenses that we will pay. We intend to use these net proceeds as
follows, assuming no exercise of the underwriters' over-allotment option:
                                                                        Percent
                                                              Amounts     (%)
   Payment of Private Transaction Notes Including Accrued
    Interest through December 15, 2000.....................  $  757,000  13.73%
   Marketing and Sales.....................................  $2,400,000  43.54%
   . We intend to use this amount to fund sales, marketing,
     advertising and promotional programs throughout our
     entire product line. If these programs do not require
     the use of the entire $2,400,000, the remaining amount
     will be used for working capital and general corporate
     purposes.
   Expansion of Manufacturing Facilities, Research and New
   Product Development, and Potential Improvements to our
   Patented Technology.....................................  $  500,000   9.07%
   . We intend to use this amount to expand manufacturing
     facilities, for research and new product development,
     and for potential improvements to our patented
     technology. If these programs do not require the use
     of the entire $500,000, the remaining amount will be
     used for working capital and general corporate
     purposes.
   Accrued Expenses and Other Payments.....................  $  405,000   7.35%
   . We intend to use a portion of the net proceeds to pay
     $225,000 to our executive officers for unpaid
     compensation through March 31, 2000 as follows: James
     C. Witham--$118,000, Karen B. Laustsen--$46,000, and
     Gary S. Wolff--$61,000; and will use an additional
     $180,000 for other miscellaneous accrued expenses and
     payments.
   Working Capital and General Corporate Purposes..........  $1,450,000  26.31%
   . Working capital and general corporate purposes consist
     primarily of selling, general and administrative
     expenses. Proceeds from the sale of common stock if
     the underwriters' over-allotment option is exercised,
     will also be used for working capital and general
     corporate purposes.
       Total...............................................  $5,512,000 100.00%
   Although we are using part of the net proceeds to pay all executives for
unpaid compensation through March 31, 2000, additional unpaid compensation of
$191,000 through November 30, 2000 and any unpaid compensation after that date
will be paid from the operations of Aquacell in 2001.
   The foregoing represents our best estimate of how we will allocate the net
proceeds from the sale of shares of common stock. This estimate is based upon
the current state of our business operations, our current plans and current
economic and industry conditions, and is subject to reallocation among the
categories listed above or for additional purposes. Accordingly, we will have
broad discretion as to the application of the net proceeds.
   Investors will not be able to direct the use of these funds or have any
opportunity to review the development or marketing of products. We may not use
the net proceeds from this offering in the manner that, in hindsight, would
have been the most productive or efficient manner possible and inefficient
allocation of the proceeds from this offering would adversely affect our
business, results of operations and financial condition.
   We believe that the net proceeds of this offering will be sufficient to meet
our projected needs for working capital and other capital requirements through
at least the 12 months following completion of this offering. Pending such
uses, we intend to invest the net proceeds from this offering in interest
bearing accounts, certificates of deposit, money market funds or other short
term investments, all of which have varying risks of loss."
THIRD WAVE TECHNOLOGIES INC /WI,https://www.nasdaq.com/markets/ipos/company/third-wave-technologies-inc-wi-77943-5702,https://www.nasdaq.com/markets/ipos/company/third-wave-technologies-inc-wi-77943-5702,424B4,2/12/2001,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=1580364,"We expect to receive net proceeds of approximately $93.4 million from the
sale of the 8,500,000 shares of common stock (approximately $107.6 million if
the underwriters exercise their over-allotment option in full), at an assumed
initial public offering price of $12.00 per share, after deducting underwriting
discounts and commissions and the estimated offering expenses payable by us.
     We expect to use between $10.0 and $20.0 million of the net proceeds of
this offering for capital expenditures, including facilities expansion and
purchases of equipment. We will also use $4.0 million of the proceeds to satisfy
a cancellation fee for the termination of a distribution agreement with Endogen
Corporation. We expect to use the remainder of the net proceeds from this
offering for general corporate purposes, including working capital and research
and development activities. Pending use of the net proceeds of this offering, we
intend to invest the net proceeds in interest-bearing, investment-grade
securities.
     A portion of the net proceeds may also be used to acquire or invest in
complementary businesses or products or to obtain the right to use complementary
technologies. From time to time, in the ordinary course of business, we may
evaluate potential acquisitions of these businesses, products or technologies.
We have no current plans, agreements or commitments, and are not currently
engaged in any negotiations regarding any such transaction.
     Other than as described above, we have no specific plans for use of the
proceeds of this offering. The principal purposes of this offering are to
increase our working capital, create a public market for our common stock,
facilitate our future access to the public capital markets and increase our
visibility in the biotechnology industry."
