Name,Overview Url,Use of Proceeds Url,Form,Filing Date,Form Url,Use of Proceeds
TARGA PIPELINE PARTNERS LP,https://www.nasdaq.com/markets/ipos/company/targa-pipeline-partners-lp-66649-2835,https://www.nasdaq.com/markets/ipos/company/targa-pipeline-partners-lp-66649-2835,424B4,1/31/2000,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=1076692,"The net proceeds from the sale of common units offered by this prospectus will 
be $18.1 million, after deducting underwriting discounts and commissions of 
$1.4 million but before deducting expenses incurred in connection with the 
offering. 

At the closing of this offering the following will take place: 

First, our general partner will acquire a portion of the gathering system 
assets from Atlas America, Resource Energy, Viking Resources and their
 subsidiaries engaged in drilling and gas production activities in exchange for 
the assumption of $11.0 million of debt to Resource America's energy affiliates 
(including Atlas America, Resource Energy and Viking Resources) associated with 
those assets. This debt was incurred in connection with the expansion and 
operations of the gathering systems of Atlas America and Resource Energy. The 
debt bears interest at 10% per year and is secured by those gathering system 
assets. Our general partner will then contribute these assets (subject to the 
$11.0 million debt) to the operating partnership in exchange for a 1.0101% 
general partner interest and a limited partner interest. We believe the terms 
of the acquisition are fair, reasonable and comparable to those that could have 
been received in an arm's length transaction with similarly situated persons. 
Second, our general partner will contribute its limited partner interest in the 
operating partnership to us in exchange for 1,641,026 subordinated units and a 
1.0101% general partner interest. The subordinated units were assigned a value 
of $13.00 per unit. 

Third, Atlas America, Resource Energy and Viking Resources will enter into the 
master natural gas gathering agreement and the omnibus agreement with us. 

Fourth, we will issue 1,500,000 common units raising net proceeds of 
approximately $18.1 million and contribute the net proceeds to the operating 
partnership. The operating partnership will retire the $11.0 million of debt 
associated with the gathering system assets, pay $1.0 million to two affiliated 
partnerships from whom a portion of the gathering system assets was acquired, 
and use $4.6 million to acquire the remaining portion of the gathering system 
assets to be acquired from Atlas America, Resource Energy, Viking Resources and 
their subsidiaries. In addition, the operating partnership will reimburse the 
general partner for $750,000 of offering expenses, including filing fees, legal 
and accounting fees, printing costs and fees of petroleum engineers. 

All of the transactions described above will take place at a single closing. We 
will retain the balance of the offering proceeds, approximately $750,000, for 
use as working capital, including to use in acquiring other gathering systems 
in the future. The proceeds from any exercise by the underwriters of their over-
allotment option will be used to redeem subordinated units."
ASPECT MEDICAL SYSTEMS INC,https://www.nasdaq.com/markets/ipos/company/aspect-medical-systems-inc-53001-2865,https://www.nasdaq.com/markets/ipos/company/aspect-medical-systems-inc-53001-2865,424B1,1/28/2000,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=1392768,"We estimate that our net proceeds from the sale of the 3,500,000 shares of 
common stock will be approximately $47,925,000, after deducting underwriting 
discounts and commissions and estimated offering expenses payable by us. If the 
over-allotment option is exercised in full, we estimate that our net proceeds 
will be approximately $55,248,750. 

The principal purposes of this offering are to establish a public market for 
our common stock, to increase our visibility in the marketplace, to facilitate 
future access to public capital markets, to provide liquidity to existing 
stockholders and to obtain additional working capital. 

We currently intend to use a portion of the net proceeds from this offering for 
general corporate purposes, including working capital, product development, 
increasing our sales and marketing capabilities and expanding our international 
operations. We may also use a portion of the net proceeds to acquire or invest 
in complementary businesses or products or to obtain the right to use 
complementary technologies. We have no specific understandings, commitments or 
agreements relating to an acquisition or investment. Pending these uses, we 
plan to invest the net proceeds of this offering in short-term, interest-
bearing, investment-grade securities."
CAMINUS CORP,https://www.nasdaq.com/markets/ipos/company/caminus-corp-67920-2951,https://www.nasdaq.com/markets/ipos/company/caminus-corp-67920-2951,424B4,1/28/2000,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=564201,"We estimate that the net proceeds from our sale of 3,572,235 shares of common 
stock will be approximately $51,800,000 ($59,500,000 if the underwriters' over-
allotment option is exercised in full), after deducting underwriting discounts 
and our estimated offering expenses. We will not receive any of the net 
proceeds from the sale of shares by the selling stockholders. See ""Principal 
and Selling Stockholders."" 

The principal purposes of this offering are: 

- to enhance our ability to use our common stock as a means of attracting and 
retaining key employees; 

- to raise capital in order to repay bank debt; 

- to pay a termination fee for consulting and advisory services; 

- to provide increased visibility and credibility in the marketplace; 

- to enhance our ability to use our common stock as consideration for 
acquisitions; 

- to increase our equity capital; 

- to facilitate our future access to public capital markets; and 

- to provide liquidity to our existing stockholders. 

We expect to use the net proceeds received from this offering for the repayment 
of bank debt to Fleet Bank, which totaled $2,000,000 at September 30, 1999. The 
credit agreement with Fleet Bank consists of a revolving loan that expires on 
May 31, 2001 and a working capital loan that expires on May 31, 2000 but may be 
extended to May 31, 2001. The interest rate under the loans was 8 1/4% at 
September 30, 1999. $2,187,500 of the proceeds of the Fleet Bank loans were 
used to pay an earnout provision in connection with the acquisition of Zai*Net 
Software, L.P. For a description of the bank debt and the acquisition of 
Zai*Net, see notes 8 and 3 of the Caminus Corporation financial statements. We 
intend to use $1,300,000 of the net proceeds to pay GFI as consideration for 
terminating its consulting and advisory arrangements with us. Additionally, we 
expect to use approximately $476,000 for a special bonus payment to the former 
shareholders of Caminus Limited. We intend to use the remainder of the net 
proceeds for working capital and other general corporate purposes, including 
possible acquisitions of businesses, products and technologies. See ""Certain 
Transactions."" 

From time to time we engage in discussions with potential acquisition 
candidates. However, we have no current plans, commitments or agreements with 
respect to any acquisitions, and we may not make any acquisitions. 

Except as described above, we have not identified specific uses for the net 
proceeds of this offering, and we will have discretion over their use and 
investment. Pending use of the net proceeds, we intend to invest these proceeds 
in short-term, investment grade, interest-bearing instruments."
INTERWAVE COMMUNICATIONS INTERNATIONAL LTD,https://www.nasdaq.com/markets/ipos/company/interwave-communications-international-ltd-70170-3105,https://www.nasdaq.com/markets/ipos/company/interwave-communications-international-ltd-70170-3105,424B4,1/31/2000,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=749323,"Based on the initial public offering price of $13.00 per share, our net 
proceeds from the sale of the 8.5 million common shares that we are offering 
will be approximately $101.4 million after deducting the underwriting discount 
and estimated expenses payable by us in connection with this offering. If the 
underwriters exercise their over allotment option in full, our net proceeds 
will be approximately $116.8 million. 

The principal purposes of this offering are to increase our working capital, to 
fund both capital investment and research and development and other general 
corporate purposes. See ""Management Discussion and Analysis of Financial 
Condition and Results of Operations--Liquidity and Capital Resources."" Pending 
any use of the net proceeds for the above purposes, we intend to invest the 
funds in short-term, interest-bearing, investment grade securities. Other than 
estimated capital expenditures of approximately $4.5 million in fiscal 2000 and 
increased facility rent of approximately $1.0 million per year commencing 
January 1, 2000, we have not identified specific uses for the net proceeds from 
this offering. We will invest a portion of the proceeds to accelerate research 
and development relating to our products based on the Internet Protocol and our 
development of new products utilizing the future wireless standard. The amounts 
we actually expend in these areas may vary significantly and will depend on a 
number of factors, including our future revenues. Accordingly, management will 
retain broad discretion in the allocation of the net proceeds of this offering. 
You will not have the opportunity to evaluate the economic, financial or other 
information on which we base our decisions on how to use the proceeds."
L90 INC,https://www.nasdaq.com/markets/ipos/company/l90-inc-67665-2925,https://www.nasdaq.com/markets/ipos/company/l90-inc-67665-2925,424B1,1/28/2000,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=775826,"We estimate that the net proceeds from the sale of the 6,500,000 shares of 
common stock in the offering will be approximately $89.5 million, based upon 
the initial public offering price of $15.00 per share and after deducting the 
underwriting discounts and commissions and estimated offering expenses. If the 
underwriters' over-allotment option is exercised in full, we estimate that our 
net proceeds will be approximately $103.1 million. 

The principal purposes of this offering are to increase our working capital, to 
create a public market for our common stock, to facilitate our future access to 
the public capital markets and to increase our visibility in the retail 
marketplace. The net proceeds will be used for general corporate purposes. We 
cannot specify with certainty the particular uses for the net proceeds. The 
amounts and timing of our actual expenditures will depend on numerous factors, 
including the status of our technology development efforts, sales and marketing 
activities, the amount of cash generated or used by our operations and 
competition. We may find it necessary or advisable to use portions of the 
proceeds for other purposes, and we will have broad discretion in the 
application of the net proceeds. We have no current intentions to acquire any 
businesses, products, services or technologies. Pending these uses, the 
proceeds will be invested in short-term, investment grade, interest-bearing 
securities."
NATCO GROUP INC,https://www.nasdaq.com/markets/ipos/company/natco-group-inc-50257-2694,https://www.nasdaq.com/markets/ipos/company/natco-group-inc-50257-2694,424B4,2/1/2000,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=890142,"We estimate that the net proceeds from the sale of the 4,053,807 shares of 
common stock that we are selling in this offering will be approximately $36.9 
million ($47.4 million if the underwriters fully exercise their over-allotment 
option.) This is based on the initial public offering price after deducting the 
underwriting discount and estimated offering expenses payable by us. We will 
not receive any proceeds from the sale of shares being sold by the selling 
stockholders. 

We intend to use the net proceeds that we receive from this offering as 
follows: 

- to repay all of our outstanding indebtedness under our credit facilities 
(approximately $32.9 million as of September 30, 1999); and 

- to apply the balance to general corporate purposes, including the pending 
acquisitions of ESI and MPE. The pending acquisitions will require 
approximately $9.8 million. To the extent the proceeds from this offering are 
not sufficient to fund these acquisitions, we will borrow the additional funds 
under our revolving credit facility. 

Pending use for these purposes, we plan to invest the net proceeds in short-
term investment-grade securities. 

The weighted average interest rate for outstanding borrowings under our credit 
facilities as of September 30, 1999 was 7.9%. The term loan portion of one of 
our credit facilities is payable in quarterly installments through November 
2003. The revolving portion of that credit facility matures on November 30, 
2001. The other credit facility matures on July 23, 2002. We used borrowings 
under our credit facilities to fund acquisitions and capital expenditures and 
for general corporate purposes."
PACKAGING CORP OF AMERICA,https://www.nasdaq.com/markets/ipos/company/packaging-corp-of-america-8647-2894,https://www.nasdaq.com/markets/ipos/company/packaging-corp-of-america-8647-2894,424B4,1/28/2000,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=1161452,"The net proceeds to PCA from the sale of the 11,250,000 shares of common stock 
being offered by it in the offering will be approximately $125,300,000 at an 
initial public offering price of $12.00 per share, after deducting the 
underwriting discounts and estimated offering expenses of $9,700,000 payable by 
PCA. 

PCA will use the net proceeds to redeem all outstanding shares of its 12 3/8% 
senior exchangeable preferred stock due 2010 (1,058,094 shares as of January 1, 
2000) at a redemption price of 112.375% of its liquidation preference, plus 
accrued and unpaid dividends through the date of redemption. If the redemption 
occurred on March 3, 2000, the redemption price would be 112.375% of 
$105,809,400, plus $5,564,913 of accrued and unpaid dividends, or $124,468,226. 

Any net proceeds received by PCA in excess of the amounts required to redeem 
the outstanding senior exchangeable preferred stock will be used to pay down 
debt or for general corporate purposes, including working capital. Any proceeds 
used to pay down debt would be applied ratably to the following term loans 
oustanding under PCA's senior credit facility: 

- Term Loan A, which matures in quarterly installments from December 2001 
through 2005, with a weighted average interest rate of 8.7036% and $296,148,760 
outstanding as of December 31, 1999; 

- Term Loan B, which matures in quarterly installments from December 2001 
through 2007, with a weighted average interest rate of 9.0894% and $241,425,620 
outstanding as of December 31, 1999; and 

- Term Loan C, which matures in quarterly installments from December 2001 
through 2008, with a weighted average interest rate of 9.4536% and $241,425,620 
outstanding as of December 31, 1999. 

PCA entered into the senior credit facility on April 12, 1999. The proceeds of 
the loans made under the senior credit facility were used to finance a portion 
of the transactions and related expenses, to refinance outstanding indebtedness 
and liabilities and for general corporate purposes including working capital. 

PCA will not receive any of the proceeds from the sale of the shares by the 
selling stockholder in the offering."
STATS CHIPPAC LTD.,https://www.nasdaq.com/markets/ipos/company/stats-chippac-ltd-70443-3152,https://www.nasdaq.com/markets/ipos/company/stats-chippac-ltd-70443-3152,424B1,1/28/2000,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=902914,"The net proceeds from the global offering, after deducting underwriting 
discounts and the estimated offering expenses payable by us, are estimated to 
be approximately $337.4 million, or $388.5 million if the underwriters exercise 
their overallotment option in full, based on the initial public offering price 
of $21.00 per ADS and S$3.554 per ordinary share. 

We intend to use approximately $60.0 million of the net proceeds of the global 
offering to repay debt, $50.0 million of which was incurred in 1998 and used to 
refinance other debt and $10.0 million of which was incurred in December 1999 
and used for working capital purposes. As of December 31, 1999, this 
indebtedness consisted of: 

- $25.0 million from Den Danske Bank in a short-term loan maturing on August 
26, 2000 and bearing interest at a rate of 0.6% per annum above the London 
Inter Bank Offering Rate for U.S. dollars. This rate was 6.0% per annum as of 
September 30, 1999; 

- $10.0 million from Den Danske Bank in a short-term loan maturing on February 
16, 2000 and bearing interest at a rate of 6.85% per annum; and 

- $25.0 million from ST Treasury Services Ltd, a wholly-owned subsidiary of 
Singapore Technologies, in a demand loan bearing interest at a rate of 
5.8% per annum as of September 30, 1999. 

We plan to use the remainder of the net proceeds to fund capital expenditures, 
including the purchase of test and assembly equipment, working capital and 
general corporate purposes, which may include acquisitions or investments. The 
amounts that we actually expend for the purposes of capital expenditures will 
vary significantly depending on a number of factors, including general economic 
conditions in the semiconductor industry and the markets addressed by end-users 
of semiconductors. As a result, we will retain broad discretion in allocating 
the remainder of the net proceeds of the global offering. 

From time to time we may acquire or make investments in additional businesses, 
products and technologies or establish joint ventures or strategic partnerships 
that we believe will complement our current and future business. Some of these 
acquisitions or investments could be material. However, we have no specific 
agreements or undertakings with respect to any material acquisition or 
investment at this time. 

Pending the uses described above, we will invest the net proceeds in short-term
 investments."
724 SOLUTIONS INC,https://www.nasdaq.com/markets/ipos/company/724-solutions-inc-68659-3006,https://www.nasdaq.com/markets/ipos/company/724-solutions-inc-68659-3006,424B2,1/31/2000,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=45468,"We expect to receive about $142.8 million in net proceeds from the sale of 
6,000,000 common shares in this offering, based on the initial public offering 
price of $26.00 per common share. We estimate that the net proceeds will be 
about $164.6 million if the underwriters' over-allotment option is exercised in 
full. The principal purposes of this offering are to obtain additional capital, 
to create a public market for our common shares and to facilitate our future 
access to the public capital markets. 

We currently expect to use approximately $20 million to $40 million from the 
net proceeds of this offering towards the development of our application 
hosting service, and $20 million to $30 million for research and development 
expenses. We currently do not have specific plans with respect to the remaining 
net proceeds from this offering. We expect to use these remaining net proceeds 
for general corporate purposes. In particular, we may use a portion of the net 
proceeds to fund acquisitions of, or investments in, businesses, products or 
technologies that expand, complement or are otherwise related to our current 
business. However, we have no present agreements or commitments with respect to 
any acquisition or investment. Our plans with respect to the allocation of 
these proceeds among the uses described above may change after the date of this 
prospectus. In particular, the types of any acquisitions or investments that we 
may make will largely depend upon the business opportunities that we identify, 
if any, which we cannot predict at this time. Pending these uses, we expect to 
invest the net proceeds in short-term, interest-bearing investment grade 
securities."
724 SOLUTIONS INC,https://www.nasdaq.com/markets/ipos/company/724-solutions-inc-68659-3006,https://www.nasdaq.com/markets/ipos/company/724-solutions-inc-68659-3006,424B3,1/31/2000,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=1344927,"We expect to receive about $142.8 million in net proceeds from the sale of 
6,000,000 common shares in this offering, based on the initial public offering 
price of $26.00 per common share. We estimate that the net proceeds will be 
about $164.6 million if the underwriters' over-allotment option is exercised in 
full. The principal purposes of this offering are to obtain additional capital, 
to create a public market for our common shares and to facilitate our future 
access to the public capital markets. 

We currently expect to use approximately $20 million to $40 million from the 
net proceeds of this offering towards the development of our application 
hosting service, and $20 million to $30 million for research and development 
expenses. We currently do not have specific plans with respect to the remaining 
net proceeds from this offering. We expect to use these remaining net proceeds 
for general corporate purposes. In particular, we may use a portion of the net 
proceeds to fund acquisitions of, or investments in, businesses, products or 
technologies that expand, complement or are otherwise related to our current 
business. However, we have no present agreements or commitments with respect to 
any acquisition or investment. Our plans with respect to the allocation of 
these proceeds among the uses described above may change after the date of this 
prospectus. In particular, the types of any acquisitions or investments that we 
may make will largely depend upon the business opportunities that we identify, 
if any, which we cannot predict at this time. Pending these uses, we expect to 
invest the net proceeds in short-term, interest-bearing investment grade 
securities."
