Name,Overview Url,Use of Proceeds Url,Form,Filing Date,Form Url,Use of Proceeds
"NETGEAR, INC",https://www.nasdaq.com/markets/ipos/company/netgear-inc-79265-33328,https://www.nasdaq.com/markets/ipos/company/netgear-inc-79265-33328,424B4,7/31/2003,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=2411877,"We estimate that the net proceeds from this offering will be approximately 
$88.9 million or approximately $102.6 million if the underwriters exercise 
their over-allotment option in full, after deducting the underwriting discount 
and estimated offering expenses payable by us. 

      We do not have any specific plans or proposals for the allocation of the 
net proceeds from this offering, other than using $20.0 million of the net 
proceeds from this offering to repay our outstanding subordinated unsecured 
convertible promissory note payable to Nortel Networks. The Nortel note would 
accrue interest at a rate of 7% per year beginning on February 7, 2005 and 
would become due and payable on February 7, 2009. The Nortel note would 
accelerate and become due and payable, at Nortel’s option, upon our change in 
control, as defined in the Nortel note. The Nortel note also becomes due and 
payable, to the extent provided in the Nortel note, upon equity financings such 
as this offering. 

      We expect to use the remainder of the net proceeds from this offering for 
general corporate purposes, including: 

   
   •   working capital;  
   
   •   sales and marketing expenses;  
   
   •   research and development expenses;  
   
   •   general and administrative expenses;  
   
   •   capital expenditures; and  
   
   •   possible joint ventures with, investments in or acquisitions of 
businesses, products or technologies that complement our business.  


      Although we may use a portion of the net proceeds to enter into joint 
ventures, investments or acquisitions with respect to businesses, products or 
technologies that are complementary to our business, we have no current plans 
in this regard. Pending such uses, we plan to invest the net proceeds in 
short-term investment grade, interest-bearing securities."
INTEGRATED ALARM SERVICES GROUP INC,https://www.nasdaq.com/markets/ipos/company/integrated-alarm-services-group-inc-382888-31783,https://www.nasdaq.com/markets/ipos/company/integrated-alarm-services-group-inc-382888-31783,424B4,7/25/2003,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=2403318,"We expect that we will receive net proceeds from this offering of
approximately $187.7 million, or approximately $216.0 million if the
underwriters exercise their over-allotment option in full. Such estimates are
based on an initial public offering price of $9.25 per share. The amounts
listed below include balances as of July 2, 2003 and take into account
prepayment fees.

   We intend to use the net proceeds of this offering as follows:

   o Repayment of promissory notes issued upon exchange of trust certificates of
     seven trusts, due in June and July 2005, bearing interest at 12% per annum.
     The seven trusts were originally controlled by affiliates of ours. The
     trusts were formed for the purpose of acquiring monitoring contracts. The
     note holders are comprised of non-affiliated investors. All of such
     indebtedness was incurred by IASI.                                             $ 25.2 million

   o Repayment of bank debt, due through May 1, 2005, bearing interest at various
     rates from 8.0% to 12.5% per annum. The debt is due to Key Bank, N.A. and
     was incurred for the purpose of acquiring central stations, wholesale
     monitoring contracts, and for working capital. All of such indebtedness was
     incurred by KC Acquisition.                                                    $ 24.7 million

   o Repayment of subordinated debt, due on dates ranging from April 1, 2005 to
     April 1, 2007, bearing interest at rates ranging from 10.10% to 12.50% per
     annum. The subordinated debt is from a collection of investment trusts
     created for the purchase of monitoring contracts, and were originally
     controlled by affiliates of ours. The debt is payable to non-affiliated
     investors. All of such indebtedness was incurred by IASI.                      $  9.2 million

   o Repayment of subordinated debt, due on June 1, 2006, bearing interest at
     12.5% per annum. This debt is from an investment trust controlled by an
     affiliate of ours. The trust was formed for the purpose of acquiring
     monitoring contracts. The debt is payable to non-affiliated accredited
     investors. All of such indebtedness was incurred by IASI.                      $  6.2 million

   o Repayment of promissory notes to Lynn A. Smith, the wife of one of our
     directors, bearing interest at 6.25% and 12% per annum, and due in March
     2004 and January 2004, respectively. One of the notes ($3.0 million) is debt
     incurred by KC Acquisition, and the other ($3.0 million) is debt incurred by
     IASI prior to its acquisition in January. A portion ($2.0 million) of the
     proceeds of the $3.0 million indebtedness incurred by IASI was loaned by
     IASI to KC Acquisition.                                                        $  6.0 million

   o Repayment of debt, due on December 1, 2005, bearing interest at a variable
     interest rate, which is currently 6.75%. This debt is due to Security
     Leasing Partners, L.P., an unaffiliated third-party, and was created for the
     purpose of acquiring monitoring contracts. This indebtedness was incurred by
     IASI.                                                                          $  3.7 million

   o Repayment of debt to various lenders, due on dates ranging from May 1, 2003
     to April 1, 2006, bearing interest at rates ranging from 8.0% to 12.0% per
     annum. The debt is due to Key Bank, N.A., BSB Bancorp, and 15 investment
     trusts not exchanged for promissory notes of IASI. In the aggregate 38% of
     the 41 trusts' certificates were not exchanged for promissory notes. The
     investment trusts were created for the purchase of monitoring contracts, and
     were originally controlled by affiliates of ours. The debt is payable to
     non-affiliated investors. All of such indebtedness was incurred by IASI.       $  3.6 million

   o Repayment of debt to M&S Partners, an entity controlled by Messrs. Smith and
     McGinn. This indebtedness was assumed from M&S Partners by IASI.               $  0.9 million

   o Repayment of debt to Royal Thoughts, LLC, due in January, 2004, bearing
     interest of 9.0% per annum. Curt Quady, an Executive Vice President and his
     family own a majority of Royal Thoughts. This indebtedness was incurred by
     KC Acquisition in connection with the acquisition of the 5.3% interest in
     Royal Thoughts.                                                                $  0.6 million

                                                                                    --------------
    Total repayment of debt:                                                        $ 80.1 million

                                                                                    --------------
    Proceeds intended for purchases of alarm monitoring contracts. This
      represents the estimated cash portion of the net proceeds that management
      believes it will expend to acquire additional alarm monitoring contracts.
      The cost of the alarm monitoring contracts to be acquired will be
      determined by arms length negotiations between management and the owners
      of such contracts. None of such contracts is owned by any of our
      affiliates.                                                                   $104.6 million

    Working capital and general corporate purposes                                  $  3.0 million
                                                                                    --------------
    Total Uses:                                                                     $187.7 million
                                                                                    ==============

   All of the debt to be repaid from the proceeds of this offering is related
to the purchase of alarm monitoring contracts, central stations, Dealer
relationships or was utilized for working capital. Other than Royal Thoughts,
Lynn A. Smith, and M&S Partners, none of the holders of our debt to be repaid
from the proceeds of this offering is an affiliate of ours or related to one
of our affiliates. In total, 64.7% of the debt to be repaid with this offering
was incurred by entities that were affiliated with us prior to their
acquisition in January. Management will have broad discretion in the
application of the net proceeds allocated to working capital and other general
corporate purposes."
IPASS INC,https://www.nasdaq.com/markets/ipos/company/ipass-inc-73785-32489,https://www.nasdaq.com/markets/ipos/company/ipass-inc-73785-32489,424B4,7/24/2003,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=2399551,"We estimate that our net proceeds from the sale of the shares in this 
offering will be approximately $89.1 million, after deducting underwriting 
discounts and commissions and estimated offering expenses payable by us. If the 
underwriters exercise their over-allotment option in full, we estimate that our 
net proceeds will be approximately $102.8 million. 

      The principal purposes of this offering are to obtain additional capital, 
to create a public market for our common stock and to facilitate our future 
access to the public equity markets. In addition, we plan to repay out of the 
net proceeds of this offering the entire balance of our outstanding debt, which 
consists of the following as of June 30, 2003: 

   
   •   approximately $6.8 million outstanding under a revolving line of credit 
with a bank, which carries an interest rate of 5.25% (the prime rate of 4.25% 
plus 1.0%) and matures in January 2004;  
   
   •   approximately $3.3 million outstanding under an equipment term loan with 
the same bank, which carries an interest rate of 5.5% (the prime rate of 4.25% 
plus 1.25%), with each draw payable over 36 months from the date of the draw, 
with the last draw maturing in June 2006;  
   
   •   approximately $580,000 outstanding under a secured loan agreement with a 
financing company, which carries an interest rate of 17.5% and matures in 
January 2004; and  
   
   •   approximately $230,000 outstanding under a secured loan agreement with 
a financing company, which carries an interest rate of 16.9% and matures in 
January 2004.  


      We anticipate that we will use the remaining net proceeds for general 
corporate purposes, including working capital and capital expenditures, but we 
have not designated any specific uses. We may also use a portion of the net 
proceeds to fund possible investments in, or acquisitions of, complementary 
businesses, products or technologies or establishing joint ventures. We have no 
current agreements or commitments with respect to any investment, acquisition 
or joint venture, and we currently are not engaged in negotiations with respect 
to any investment, acquisition or joint venture. Accordingly, our management 
will have broad discretion in applying the net proceeds of this offering. 
Pending these uses, we intend to invest the net proceeds in short-term 
interest-bearing, investment grade securities, certificates of deposit or 
direct or guaranteed obligations of the U.S. government."
CHUNGHWA TELECOM CO LTD,https://www.nasdaq.com/markets/ipos/company/chunghwa-telecom-co-ltd-176838-33419,https://www.nasdaq.com/markets/ipos/company/chunghwa-telecom-co-ltd-176838-33419,424B1,7/18/2003,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=2392715,"The Ministry of Transportation and Communications of the Republic of China 
will receive all of the proceeds from the sale of the ADSs in this offering. We 
will not receive any proceeds from this offering."
ISTAR INC.,https://www.nasdaq.com/markets/ipos/company/istar-inc-67940-34040,https://www.nasdaq.com/markets/ipos/company/istar-inc-67940-34040,424B5,9/25/2003,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=2505653,"The proceeds from the offering (before expenses) will be $140,000,000. 
On July 8, 2003, Bear, Stearns & Co. Inc., the underwriter of this offering, 
purchased from a third party $140,000,000 liquidation value of our outstanding 
Series A Cumulative Redeemable Preferred Stock. We agreed with the underwriter 
to sell the Series E Preferred Stock offered hereby in exchange for these 
shares of Series A Cumulative Redeemable Preferred Stock. The Series A 
Cumulative Redeemable Preferred Stock we received in the exchange has been 
retired. As a result, we will not receive any cash proceeds from this offering."
ISTAR INC.,https://www.nasdaq.com/markets/ipos/company/istar-inc-67940-34040,https://www.nasdaq.com/markets/ipos/company/istar-inc-67940-34040,424B3,9/22/2003,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=2498986,"The proceeds from the offering (before expenses) will be $140,000,000. 
On July 8, 2003, Bear, Stearns & Co. Inc., the underwriter of this offering, 
purchased from a third party $140,000,000 liquidation value of our outstanding 
Series A Cumulative Redeemable Preferred Stock. We agreed with the underwriter 
to sell the Series E Preferred Stock offered hereby in exchange for these 
shares of Series A Cumulative Redeemable Preferred Stock. The Series A 
Cumulative Redeemable Preferred Stock we received in the exchange has been 
retired. As a result, we will not receive any cash proceeds from this offering."
ISTAR INC.,https://www.nasdaq.com/markets/ipos/company/istar-inc-67940-34040,https://www.nasdaq.com/markets/ipos/company/istar-inc-67940-34040,424B5,7/8/2003,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=2379571,"The proceeds from the offering (before expenses) will be $140,000,000. 
On July 8, 2003, Bear, Stearns & Co. Inc., the underwriter of this offering, 
purchased from a third party $140,000,000 liquidation value of our outstanding 
Series A Cumulative Redeemable Preferred Stock. We agreed with the underwriter 
to sell the Series E Preferred Stock offered hereby in exchange for these 
shares of Series A Cumulative Redeemable Preferred Stock. The Series A 
Cumulative Redeemable Preferred Stock we received in the exchange has been 
retired. As a result, we will not receive any cash proceeds from this offering."
INTERVIDEO INC,https://www.nasdaq.com/markets/ipos/company/intervideo-inc-94853-32552,https://www.nasdaq.com/markets/ipos/company/intervideo-inc-94853-32552,424B4,7/17/2003,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=2390612,"We estimate that we will receive net proceeds of approximately $34.8 million, 
or $40.3 million if the underwriters exercise their over-allotment option in 
full, from this offering of our common stock, based on the initial public 
offering price of $14.00 per share and after deducting underwriting discounts 
and commissions and estimated offering expenses. We expect to use the net 
proceeds of the offering for general corporate purposes, including working 
capital and capital expenditures. We currently anticipate spending a portion of 
the net proceeds on sales and marketing activities, research and development 
activities, general and administrative matters and on capital expenditures. We 
have not yet allocated specific amounts for these purposes. In addition, we may 
use a portion of the net proceeds to acquire or invest in complementary 
businesses or products or to obtain the right to use complementary technologies. 
We have no commitments with respect to any acquisition or investment, and we 
are not involved in any negotiations with respect to any similar transaction. 
The principal purposes of this offering are to obtain additional capital, to 
enhance our ability to acquire other businesses, products or technologies, to 
create a public market for our common stock, to facilitate our future access to 
public equity markets, to provide liquidity for our existing stockholders, to 
improve the effectiveness of our stock option plans in attracting and retaining 
key employees, to increase the visibility of our company in a marketplace in 
which several of our competitors are publicly-held companies and to provide our 
OEM customers greater assurances as to our long-term viability, which is 
enhanced by being subject to the financial reporting and disclosure obligations 
of a public company. The amounts and timing of our actual expenditures will 
depend on numerous factors, including the status of our product development 
efforts, sales and marketing activities, technological advances, amount of cash 
generated or used by our operations and competition. We may find it necessary 
or advisable to use the net proceeds for other purposes, and we will have broad 
discretion in the application of the balance of the net proceeds. Pending the 
uses described above, we intend to invest the net proceeds in short-term, 
interest-bearing, investment-grade securities."
"DTS, INC.",https://www.nasdaq.com/markets/ipos/company/dts-inc-404378-33487,https://www.nasdaq.com/markets/ipos/company/dts-inc-404378-33487,424B4,7/10/2003,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=2382285,"The net proceeds from the sale of the 3,840,000 shares of common stock 
that we are selling in this offering will be approximately $59.2 million 
(or approximately $63.2 million if the over-allotment option is exercised in 
full and our existing stockholders sell an aggregate of 324,590 of these shares), 
after deducting underwriting discounts and commissions and our estimated 
offering expenses. We will not receive any proceeds from the sale of common 
stock by the selling stockholders who propose to sell up to an aggregate of 
324,590 shares of common stock to the underwriters in the event the 
underwriters exercise their over-allotment option. However, we will sell an 
additional number of shares of our common stock equal to the number of shares 
with respect to which the underwriters exercise their over-allotment option, 
if any, up to a maximum of 576,000 shares, less the number of shares sold by 
the selling stockholders, and will receive additional proceeds per share equal 
to the public offering price less underwriting discounts and commissions. 

      The principal purposes of this offering are to obtain additional capital, 
to create a public market for our common stock, and to facilitate our future 
access to the public equity markets. We intend to use approximately 
$21.3 million of the net proceeds of this offering to redeem all outstanding 
shares of our redeemable preferred stock and to pay all accrued but unpaid 
dividends on such shares through the date of redemption. This approximate 
$21.3 million amount represents the aggregate amount of payments made to redeem 
all 7,800,891 shares of our redeemable preferred stock outstanding at the 
original issuance price of $2.019 per share, plus accrued but unpaid dividends 
thereon accumulating at 8% per annum through October 24, 2002 and at 10% per
annum from October 25, 2002 through the redemption date. We expect to use the 
remaining portion of the net proceeds from the offering for general corporate 
purposes, including working capital, research and development, geographic and 
market expansion, and sales and marketing efforts. We may also use the net 
proceeds of this offering to acquire or invest in complementary businesses, 
products, or technologies, relating to audio, video, or entertainment or to 
obtain the right to use such complementary technologies. We have no commitments 
with respect to any acquisition or investment. 

      The amounts and timing of our actual expenditures will depend on numerous 
factors, including the status of our product development efforts, sales and 
marketing activities, technological advances, amount of cash generated or used 
by our operations, and competition. We will retain broad discretion in the 
allocation and use of the balance of the net proceeds. Pending the uses 
described above, we intend to invest the net proceeds in short-term, 
interest-bearing, investment-grade securities. We believe that our available 
cash, together with the net proceeds of this offering, will be sufficient to 
meet our capital requirements for at least the next twelve months."
MOLINA HEALTHCARE INC,https://www.nasdaq.com/markets/ipos/company/molina-healthcare-inc-389703-32291,https://www.nasdaq.com/markets/ipos/company/molina-healthcare-inc-389703-32291,424B4,7/2/2003,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=2370285,"We estimate that we will receive net proceeds from the sale of the shares of 
common stock in this offering of $104.7 million, based on the initial public 
offering price of $17.50 per share and after deducting estimated underwriting 
discounts and commissions and estimated offering expenses. If the underwriters 
exercise their over-allotment option in full, we estimate that our net proceeds 
will be $120.8 million. 

  

The principal purposes of this offering are to obtain additional capital, to 
create a public market for our common stock and to facilitate future access to 
public debt and equity markets. As of the date of this prospectus, we have no 
specific plans to use the net proceeds from this offering (including the 
over-allotment option, if exercised) other than as set forth below: 

  

   ·     repay amounts borrowed under our credit facility,  

  

   ·     pursue selective acquisitions of health plans and contracts for 
government sponsored health programs in existing and new markets,  

  

   ·     purchase of common stock by our contemplated employee stock ownership 
plan from existing stockholders or alternatively our redemption of an 
equivalent number of shares from such stockholders,  

  

   ·     increase our enrollment in existing markets through enrollment 
initiatives, and  

  

   ·     general corporate purposes, including working capital.  

  

We have not determined the amount of net proceeds to be used specifically for 
the foregoing purposes. As a result, management will have broad discretion over 
the use of the proceeds from this offering. Pending any such uses, we intend to 
invest the net proceeds in interest bearing securities. 

  

Borrowings from our $75.0 million credit facility will be used for acquisitions, 
enrollment initiatives and general corporate purposes. In March 2003, we 
borrowed $5.0 million under the credit facility, of which $3.4 million was used 
to repay a mortgage note payable on our headquarters building in April 2003. 
The principal amounts borrowed under the credit facility will be due in three 
years. The interest rate per annum will be (a) LIBOR plus a margin between 225 
and 275 basis points or (b) the higher of (i) Bank of America prime or (ii) the 
federal funds rate plus 0.50%, plus a margin between 125 and 175 basis points. 
The interest rate margins will be reduced if the proceeds of this offering are 
in excess of $50.0 million. 

  

We intend to use approximately $19.6 million of the proceeds of this offering 
to either finance the purchase of our common stock from existing stockholders 
by our contemplated employee stock ownership plan, or redeem an equivalent 
number of shares from such stockholders, within ninety days after the closing 
of this offering at the then fair market value of the common stock. The terms 
of a loan to the trustee of the employee stock ownership plan have not been 
finalized. 

  

In January and February 2003, we redeemed 1,201,174 shares of our common stock 
at $16.98 per share from Janet M. Watt, Josephine M. Battiste, the Mary R. 
Molina Living Trust, the Mary Martha Molina Trust (1995), the Janet M. Watt 
Trust (1995) and the Josephine M. Molina Trust (1995). These stockholders held 
a combined interest of 40.0% prior to the redemption, which was reduced to 
36.2%. The total cash payment of $20,390,000 was made from available cash 
reserves. The remainder beneficiaries of the Mary R. Molina Living Trust are 
J. Mario Molina, M.D., John C. Molina, J.D., M. Martha Bernadett, M.D., Janet 
M. Watt and Josephine M. Battiste."
