Name,Overview Url,Use of Proceeds Url,Form,Filing Date,Form Url,Use of Proceeds
DFC GLOBAL CORP.,https://www.nasdaq.com/markets/ipos/company/dfc-global-corp-607949-38310,https://www.nasdaq.com/markets/ipos/company/dfc-global-corp-607949-38310,424B4,1/31/2005,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=3424329,"We expect to receive approximately $109.8 million in net proceeds from this
offering based on the sale of 7,378,125 shares at an initial offering price of
$16.00 per share. We intend to use the net proceeds from this offering to redeem
all of our outstanding senior notes and all of our outstanding senior
subordinated notes and to pay fees and expenses with respect to these
transactions and for general corporate purposes.

 The following table summarizes the estimated uses of funds in connection with
this offering
(dollars in millions):

Redeem in full the outstanding principal amount of 16.0% Senior Notes       
due 2012 at a redemption price of 110.0% of the current accretion           
amount:                                                                          
   Principal(1)                                                          $   45.3
   Accrued interest(1)                                                        1.6
   Redemption premium(1)                                                      4.7
                                                                         --------
Total cost of redemption of 16.0% Senior Notes due 2012                      51.6
Redeem in full the outstanding principal amount of 13.95% Senior            
Subordinated Notes due 2012 at a redemption price of 100.0% of the          
current accretion amount:                                                        
   Principal(1)                                                              44.5
   Accrued interest(1)                                                        1.3
   Redemption premium(1)                                                        —
                                                                         --------
Total cost of redemption of 13.95% Senior Subordinated Notes due 2012        45.8
Terminate a management services agreement described in ""Certain             
Relationships and Related Party Transactions—Management Agreement""          
prior to the contractual date of termination                                  2.5
Pay estimated fees and expenses with respect to this offering and the       
related transactions                                                          3.0
Use the remaining proceeds for working capital and general corporate        
purposes(2)                                                                   6.9
                                                                         --------
Total use of net proceeds                                                $  109.8
                                                                         --------


--------------------------------------------------------------------------------
   º (1)
   º Principal, accrued interest and redemption premiums are calculated assuming
     a February 2, 2005 redemption date.
   º (2)
   º All or a portion of the remaining proceeds may be used to repay
     indebtedness outstanding under our revolving credit facility. As of
     September 30, 2004, we had $3.6 million outstanding indebtedness under our
     revolving credit facility, which bears interest at a 4.75% annual rate and
     matures on November 12, 2008.

 We will not receive any of the proceeds from the shares of common stock sold by
the selling stockholders.

 As of September 30, 2004, affiliates of The Goldman Sachs Group, Inc., a
principal stockholder, held $12.3 million aggregate principal amount of our
16.0% senior notes due 2012 and $12.2 million aggregate principal amount of our
13.95% senior subordinated notes due 2012, both of which we intend to redeem in
full using a portion of the net proceeds of this offering."
NATIONAL INTERSTATE CORP,https://www.nasdaq.com/markets/ipos/company/national-interstate-corp-650441-41409,https://www.nasdaq.com/markets/ipos/company/national-interstate-corp-650441-41409,424B1,1/28/2005,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=3422187,"We estimate that we will receive net proceeds from this offering of
approximately $40.6 million, based on the initial public offering price of
$13.50 per share and after deducting the underwriting discounts and commissions
and our estimated offering expenses. We will not receive any proceeds from the
sale of common shares by selling shareholders in this offering. If the
underwriters exercise their overallotment option, we will not receive any
additional proceeds.

      We intend to use the net proceeds from our sale of common shares in this
offering:

     •     to repay in full the $15.0 million loan from our majority            
           shareholder, Great American Insurance Company, outstanding on the    
           closing date of this offering (which loan bears interest at 7.0%,    
           matures on June 30, 2009 and the proceeds of which were used to      
           contribute to the capital and surplus of our insurance company       
           subsidiaries); and                                                   
    
     •     for other general corporate purposes, including the repayment when   
           due of debt obligations with scheduled maturities as of September 30,
           2004 of $0.2 million in 2004, $1.3 million in 2005 and $0.9 million  
           in 2006 and the capitalization of our insurance company subsidiaries.


      Pending application of the net proceeds, we may invest the proceeds in
short-term or medium-term securities."
W&T OFFSHORE INC,https://www.nasdaq.com/markets/ipos/company/wt-offshore-inc-633657-39282,https://www.nasdaq.com/markets/ipos/company/wt-offshore-inc-633657-39282,424B4,1/28/2005,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=3422428,"We will not receive any of the net proceeds from this offering, including any
amount received in connection with an exercise of the underwriters'
overallotment option. All proceeds of this offering will be received by the
selling shareholders identified in this prospectus including Jefferies &
Company, Inc. an underwriter in this offering and certain of its officers and
associated entities."
"OPTIONSXPRESS HOLDINGS, INC.",https://www.nasdaq.com/markets/ipos/company/optionsxpress-holdings-inc-653315-41799,https://www.nasdaq.com/markets/ipos/company/optionsxpress-holdings-inc-653315-41799,424B4,1/27/2005,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=3416784,"Based upon an assumed initial public offering price of $15.50 per share
(the midpoint of the range indicated on the cover of this prospectus), we will
receive net proceeds from the offering of approximately $71.1 million, after
deducting estimated underwriting discounts and commissions and estimated
offering expenses, which are payable by us. The principal purposes for this
offering are to obtain additional capital, create a public market for our common
stock, facilitate our future access to public equity markets, enhance our
ability to incentivize our employees with equity-linked compensation programs
and provide increased visibility in a marketplace in which a number of our
current and potential competitors are or may become publicly-held companies. A
public market for our common stock will also facilitate our use of our common
stock as an acquisition currency, although currently we have no plans for
specific acquisitions.

     We currently have no specific plans for the use of the net proceeds from
this offering and anticipate that we will use such proceeds for general
corporate purposes. In addition, we may use a portion of the net proceeds from
this offering for acquisitions of complementary businesses, products and
technologies. Our management will have broad discretion over how we use the net
proceeds from this offering. Pending application of the use of the net proceeds
from this offering, we will invest such proceeds in short-term marketable
securities.

     We will not receive any of the proceeds from the sale of shares of our
common stock by the selling stockholders."
"EDUCATION REALTY TRUST, INC.",https://www.nasdaq.com/markets/ipos/company/education-realty-trust-inc-650438-41405,https://www.nasdaq.com/markets/ipos/company/education-realty-trust-inc-650438-41405,424B3,2/16/2005,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=3479776,"The net proceeds of this offering will be approximately $277.4 million, after
deducting the underwriting discount, financial advisory fee and estimated
offering expenses of $26.6 million payable by us. If the underwriters’
over-allotment option is exercised in full, our net proceeds will be
approximately $319.8 million. We intend to use the net proceeds from the
offering as follows:

•  approximately $122.3 million to pay (i) the cash portion of the acquisition    
   cost of the interests held by the unaffiliated former owners of our initial    
   properties and other assets in our formation transactions of approximately     
   $115.7 million and (ii) transaction costs of approximately $6.6 million payable
   to unaffiliated third parties in connection with the acquisition of the initial
   properties, including $2.0 million in financial advisory fees to be paid to    
   Morgan Keegan & Company, Inc., one of our underwriters;                        


•  approximately $4.9 million to repay indebtedness of Allen & O’Hara incurred in 
   connection with certain of the properties in the Allen & O’Hara portfolio and  
   the Management Company and to purchase office furniture and equipment from     
   Allen & O’Hara;                                                                
  
•  approximately $117.6 million to repay or defease mortgage debt secured by some 
   of our initial properties, including prepayment fees of approximately          
   $2.7 million;                                                                  
  
•  approximately $6.0 million to fund our revolving loan commitment to JPI        
   Multifamily;                                                                   
  
•  approximately $1.1 million to pay loan origination and administration fees     
   relating to our $75 million revolving credit facility; and                     
  
•  approximately $25.5 million for general corporate purposes, which may include  
   the acquisition of additional student housing communities, repayment of        
   additional indebtedness and payment of distributions to our stockholders."
"EDUCATION REALTY TRUST, INC.",https://www.nasdaq.com/markets/ipos/company/education-realty-trust-inc-650438-41405,https://www.nasdaq.com/markets/ipos/company/education-realty-trust-inc-650438-41405,424B3,1/26/2005,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=3414656,"The net proceeds of this offering will be approximately $277.4 million, after
deducting the underwriting discount, financial advisory fee and estimated
offering expenses of $26.6 million payable by us. If the underwriters’
over-allotment option is exercised in full, our net proceeds will be
approximately $319.8 million. We intend to use the net proceeds from the
offering as follows:

•  approximately $122.3 million to pay (i) the cash portion of the acquisition    
   cost of the interests held by the unaffiliated former owners of our initial    
   properties and other assets in our formation transactions of approximately     
   $115.7 million and (ii) transaction costs of approximately $6.6 million payable
   to unaffiliated third parties in connection with the acquisition of the initial
   properties, including $2.0 million in financial advisory fees to be paid to    
   Morgan Keegan & Company, Inc., one of our underwriters;                        


•  approximately $4.9 million to repay indebtedness of Allen & O’Hara incurred in 
   connection with certain of the properties in the Allen & O’Hara portfolio and  
   the Management Company and to purchase office furniture and equipment from     
   Allen & O’Hara;                                                                
  
•  approximately $117.6 million to repay or defease mortgage debt secured by some 
   of our initial properties, including prepayment fees of approximately          
   $2.7 million;                                                                  
  
•  approximately $6.0 million to fund our revolving loan commitment to JPI        
   Multifamily;                                                                   
  
•  approximately $1.1 million to pay loan origination and administration fees     
   relating to our $75 million revolving credit facility; and                     
  
•  approximately $25.5 million for general corporate purposes, which may include  
   the acquisition of additional student housing communities, repayment of        
   additional indebtedness and payment of distributions to our stockholders."
GFI GROUP INC.,https://www.nasdaq.com/markets/ipos/company/gfi-group-inc-639429-40004,https://www.nasdaq.com/markets/ipos/company/gfi-group-inc-639429-40004,424B4,1/26/2005,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=3414989,"We estimate that the net proceeds from the shares offered by us will be
approximately $74.2 million, based on the public offering price of $21.00 per
share, after deducting the underwriting discount and estimated expenses of this
offering. We will not receive any proceeds from the sale of shares by the
selling stockholders.

    We will retain broad discretion over the allocation of the net proceeds of
this offering. We intend to use a portion of the net proceeds of this offering
to repay the entire $9.25 million outstanding principal amount as of
September 30, 2004, plus accrued interest, of our senior subordinated term loan
with Jersey Partners. This note matures on June 15, 2011, and had an interest
rate of LIBOR + 5.00%, or 7.02%, at September 30, 2004. We intend to use the
remaining portion (estimated to be approximately $64.8 million) of the proceeds
of this offering for working capital and other general corporate purposes and
for acquisitions of, or investment in, companies, technologies or other assets
that complement our business. We have no present understandings, commitments or
agreements to enter into any potential acquisitions or investments. We may also
use a portion of the net proceeds to us from this offering to purchase the
remaining portion of Fenics capital stock not currently owned by us. 

    Pending specific application of the net proceeds to us, we currently plan to
invest the net proceeds received in short-term, investment grade,
interest-bearing securities."
CELANESE CORP,https://www.nasdaq.com/markets/ipos/company/celanese-corp-654118-41922,https://www.nasdaq.com/markets/ipos/company/celanese-corp-654118-41922,424B4,1/24/2005,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=3409105,"We estimate that the net proceeds from the offering of our Series A common
stock, after deducting underwriting discounts and estimated offering expenses,
will be approximately $757 million. We estimate that the net proceeds from the
offering of our preferred stock, after deducting underwriting discounts and
estimated offering expenses, will be approximately $233 million.

    We intend to contribute $773 million of the net proceeds from the offering
of our Series A common stock and the offering of our preferred stock to our
subsidiary, Crystal LLC, which will use approximately $207 million of such net
proceeds to redeem a portion of its senior discount notes. Crystal LLC will
contribute the remaining proceeds to its subsidiary, Celanese Holdings, which in
turn will contribute it to its subsidiary, BCP Crystal. BCP Crystal will use
such proceeds to redeem a portion of its senior subordinated notes. BCP Crystal
will use borrowings of approximately $945 million under the new senior credit
facilities that it expects to enter into prior to the consummation of the
Series A common stock offering to repay the amounts outstanding under the
floating rate term loan and to pay a $586 million dividend to Celanese Holdings,
which in turn will distribute this amount to Crystal LLC. Crystal LLC will
distribute this amount up to us and we will use it, together with the remaining
net proceeds from the offering of our Series A common stock and the net proceeds
from the offering of our preferred stock, to pay a dividend of $803 million to
the holders of our Series B common stock. The loans under our existing senior
credit facilities will remain outstanding under the new senior credit
facilities. The Original Stockholders will be the only holders of our Series B
common stock immediately prior to the consummation of this offering. The
expected sources and uses of funds used in connection with the Concurrent
Financings (assuming a January 2005 closing unless otherwise specified) are set
forth in the table below. The actual amounts may vary depending on the time of
the closing of this offering.

                     Sources                                          Uses                   
                  (in millions)                                   (in millions)              
-------------------------------------------------   -----------------------------------------
Series A Common Stock                               Partial Redemption of Senior      $   207
                                         $    800   Discount Notes(2)                   
Preferred Stock                               240   Partial Redemption of Senior             
                                                    Subordinated                        
New Senior Credit Facilities(1)               945     Notes(3)                            566
                                                    Repayment of Floating Rate Term       350
                                                    Loan                                
                                                    Dividend to Holders of Our            803
                                                    Series B Common Stock               
                                                    Estimated Fees and Expenses(4)         59
                                         --------                                     -------
  Total Sources                          $  1,985     Total Uses                      $ 1,985
                                         --------                                     -------


--------------------------------------------------------------------------------
   º (1)
   º Sources shown exclude the $442 million Acquisition Facility that we expect
     to borrow to fund the Acetex and Vinamul Polymers acquisitions, and which
     will include a delayed draw portion of up to $242 million. Prior to the
     consummation of the Series A common stock offering, we expect to amend and
     restate our existing senior credit facilities. We expect the terms of the
     new senior credit facilities to be substantially similar to the terms of
     our existing senior credit facilities described below under ""Description of
     Indebtedness—Senior Credit Facilities.""

   º (2)
   º Represents redemption of approximately $37 million of Series A senior
     discount notes and approximately $151 million of Series B senior discount
     notes ($180 million of combined accreted value at September 30, 2004) and
     $19 million of premium based on the amounts required at the expected
     redemption date (in February 2005).

   º (3)
   º Represents redemption of $516 million of senior subordinated notes and
     $50 million of premium.

   º (4)
   º Represents estimated underwriting discounts and fees, bank fees and other
     fees and expenses. The excess, if any, of actual amounts over the estimates
     will be funded with available cash.

    We intend to use the net proceeds from any shares of our Series A common
stock sold pursuant to the underwriters' over-allotment option to pay an
additional cash dividend to the holders of our Series B common stock.

    Approximately $217 million, or 22% ($331 million, or 30%, if the
underwriters exercise their over-allotment option in full), of the combined net
proceeds from the offering of our Series A common stock and the offering of our
preferred stock will be used to pay a portion of the $803 million (or
$917 million, if the underwriters exercise their over-allotment option in full)
special Series B common stock dividends, in each case based on an initial public
offering price of $16.00 per share of Series A common stock. In addition,
$586 million of the proceeds from additional borrowings under the new senior
credit facilities will be used to fund the remaining portion of the special
Series B common stock dividends such that approximately $803 million, or 40%
($917 million, or 44%, if the underwriters exercise their over-allotment option
in full) of the combined proceeds from this offering and the other Concurrent
Financings will be paid to the Original Stockholders.

    The interest rate and maturity of indebtedness that we intend to discharge
using the net proceeds from the Concurrent Financings, as well as the use of
proceeds from such indebtedness, are described below:

    Senior Discount Notes.  In September 2004, our subsidiaries Crystal US 3
Holdings L.L.C. and Crystal US Sub 3 Corp., issued $853 million aggregate
principal amount at maturity ($513 million in gross proceeds) of their Senior
Discount Notes due 2014 consisting of $163 million aggregate principal amount at
maturity of its 10% Series A Senior Discount Notes and $690 million aggregate
principal amount at maturity of their 101/2% Series B Senior Discount Notes.
Prior to October 1, 2009, interest will accrue on the senior discount notes in
the form of an increase in their accreted value. Cash interest payments will be
due and payable beginning on April 1, 2010.

    Senior Subordinated Notes.  In June and July 2004, BCP Caylux issued
$1,225 million aggregate principal amount of 95/8% U.S. Dollar-denominated
senior subordinated notes and 200 million principal amount of 103/8%
Euro-denominated senior subordinated notes. The senior subordinated notes mature
on June 15, 2014.

    Senior Credit Facilities.  In April 2004, BCP Caylux entered into senior
credit facilities with a syndicate of banks and other financial institutions led
by Deutsche Bank AG New York Branch, as administrative agent, Morgan Stanley
Senior Funding, Inc., as global coordinator, Deutsche Bank Securities Inc. and
Morgan Stanley Senior Funding, Inc., as joint lead arrangers, ABN AMRO Bank
N.V., Bank of America, N.A. and General Electric Capital Corporation, as
documentation agents, and Bayerische Hypo-und Vereinsbank AG, Mizuho Corporate
Bank, Ltd., The Bank of Nova Scotia, KfW and Commerzbank AG, New York and Cayman
Branches, as senior managing agents. The senior credit facilities provide
financing of approximately $1.2 billion. The senior credit facilities consist of
(1) a term loan facility in the aggregate amount of $456 million and 125 million
with a maturity of seven years; (2) a $228 million credit-linked revolving
facility with a maturity of five years; and (3) a $380 million revolving credit
facility with a maturity of five years.

    We expect to increase the commitments under the revolving credit facilities
to $828 million under our new senior credit facilities. In addition, upon the
occurrence of certain events, BCP Crystal may request, prior to April 6, 2005,
an increase to the existing term loan facility in an amount not to exceed
$175 million in the aggregate, subject to receipt of commitments by existing
term loan lenders or other financial institutions reasonably acceptable to the
administrative agent.

    The borrowings under the senior credit facilities bear interest at a rate
equal to an applicable margin plus, at BCP Crystal's option, either (a) a base
rate determined by reference to the higher of (1) the prime rate of Deutsche
Bank AG New York Branch and (2) the federal funds rate plus 1/2 of 1% or (b) a
LIBOR rate determined by reference to the costs of funds for deposits in the
currency of such borrowing for the interest period relevant to such borrowing adjusted for
certain additional costs. The applicable margin for borrowings under the
credit-linked revolving facility and the revolving credit facility is 1.50% with
respect to base rate borrowings and 2.50% with respect to LIBOR borrowings (in
each case subject to a step-down based on a performance test). The applicable
margin for borrowings under the term loan facility is 1.50% with respect to base
rate borrowings and 2.50% with respect to LIBOR borrowings (in each case subject
to a step-down based on a performance test). In addition to paying interest, BCP
Crystal is required to pay certain fees.

    Floating Rate Term Loan.  In June 2004, BCP Caylux entered into a
$350 million floating rate term loan with Deutsche Bank AG New York Branch, as
administrative agent, Morgan Stanley Senior Funding, Inc., as global
coordinator, and Deutsche Bank Securities Inc. and Morgan Stanley Senior
Funding, Inc., as joint lead arrangers. BCP Crystal is the borrower under the
floating rate term loan. The floating rate term loan has a maturity of seven and
one-half years and provides for no amortization of principal. The borrowings
under the floating rate term loan bear interest at a rate equal to an applicable
margin plus, at BCP Crystal's option, either (a) a base rate determined by
reference to the higher of (1) the prime rate of Deutsche Bank AG New York
Branch and (2) the federal funds rate plus 1/2 of 1% or (b) a LIBOR rate
determined by reference to the costs of funds for deposits in the currency of
such borrowing for the interest period relevant to such borrowing adjusted for
certain additional costs. The applicable margin for borrowings is (a) prior to
completion of the Recent Restructuring, 3.25% with respect to base rate
borrowings and 4.25% with respect to LIBOR borrowings and (b) after completion
of the Recent Restructuring, 2.50% with respect to base rate borrowings and
3.50% with respect to LIBOR borrowings.

    Use of Proceeds From Indebtedness Being Discharged.  The Purchaser used the
borrowings under the existing senior credit facilities, together with the
borrowings under the senior subordinated bridge loan facilities, and the cash
equity investment by the Original Shareholders (which included the proceeds from
the issuance of the mandatorily redeemable preferred shares) to acquire Celanese
Shares in connection with the Tender Offer, to refinance certain existing debt
of Celanese, pre-fund certain pension obligations of Celanese, pre-fund certain
contingencies and certain obligations linked to the value of the Celanese
Shares, such as the payment of fair cash compensation under the Domination
Agreement for the remaining Celanese Shares, and payment obligations related to
outstanding stock appreciation rights, stock options and interest payments,
provide additional funds for working capital and other general corporate
purposes, and pay related fees and expenses.

    BCP Caylux used the proceeds from the offering of the senior subordinated
notes, together with available cash and borrowings under the floating rate term
loan to repay its two senior subordinated bridge loan facilities, plus accrued
interest, to redeem the mandatorily redeemable preferred shares and to pay
related fees and expenses. The issuers of the senior discount notes used the net
proceeds from the offering to make a return of capital distribution to the
Issuer, which in turn made a distribution to the Original Stockholders, and to
pay fees and expenses."
CELANESE CORP,https://www.nasdaq.com/markets/ipos/company/celanese-corp-654118-41922,https://www.nasdaq.com/markets/ipos/company/celanese-corp-654118-41922,424B4,1/24/2005,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=3409102,"We estimate that the net proceeds from the offering of our Series A common
stock, after deducting underwriting discounts and estimated offering expenses,
will be approximately $757 million. We estimate that the net proceeds from the
offering of our preferred stock, after deducting underwriting discounts and
estimated offering expenses, will be approximately $233 million.

    We intend to contribute $773 million of the net proceeds from the offering
of our Series A common stock and the offering of our preferred stock to our
subsidiary, Crystal LLC, which will use approximately $207 million of such net
proceeds to redeem a portion of its senior discount notes. Crystal LLC will
contribute the remaining proceeds to its subsidiary, Celanese Holdings, which in
turn will contribute it to its subsidiary, BCP Crystal. BCP Crystal will use
such proceeds to redeem a portion of its senior subordinated notes. BCP Crystal
will use borrowings of approximately $945 million under the new senior credit
facilities that it expects to enter into prior to the consummation of the
Series A common stock offering to repay the amounts outstanding under the
floating rate term loan and to pay a $586 million dividend to Celanese Holdings,
which in turn will distribute this amount to Crystal LLC. Crystal LLC will
distribute this amount up to us and we will use it, together with the remaining
net proceeds from the offering of our Series A common stock and the net proceeds
from the offering of our preferred stock, to pay a dividend of $803 million to
the holders of our Series B common stock. The loans under our existing senior
credit facilities will remain outstanding under the new senior credit
facilities. The Original Stockholders will be the only holders of our Series B
common stock immediately prior to the consummation of this offering. The
expected sources and uses of funds used in connection with the Concurrent
Financings (assuming a January 2005 closing unless otherwise specified) are set
forth in the table below. The actual amounts may vary depending on the time of
the closing of this offering.

                     Sources                                          Uses                   
                  (in millions)                                   (in millions)              
-------------------------------------------------   -----------------------------------------
Series A Common Stock                               Partial Redemption of Senior      $   207
                                         $    800   Discount Notes(2)                   
Preferred Stock                               240   Partial Redemption of Senior             
                                                    Subordinated                        
New Senior Credit Facilities(1)               945     Notes(3)                            566
                                                    Repayment of Floating Rate Term       350
                                                    Loan                                
                                                    Dividend to Holders of Our            803
                                                    Series B Common Stock               
                                                    Estimated Fees and Expenses(4)         59
                                         --------                                     -------
  Total Sources                          $  1,985     Total Uses                      $ 1,985
                                         --------                                     -------


--------------------------------------------------------------------------------
   º (1)
   º Sources shown exclude the $442 million Acquisition Facility that we expect
     to borrow to fund the Acetex and Vinamul Polymers acquisitions, and which
     will include a delayed draw portion of up to $242 million. Prior to the
     consummation of the Series A common stock offering, we expect to amend and
     restate our existing senior credit facilities. We expect the terms of the
     new senior credit facilities to be substantially similar to the terms of
     our existing senior credit facilities described below under ""Description of
     Indebtedness—Senior Credit Facilities.""

   º (2)
   º Represents redemption of approximately $37 million of Series A senior
     discount notes and approximately $151 million of Series B senior discount
     notes ($180 million of combined accreted value at September 30, 2004) and
     $19 million of premium based on the amounts required at the expected
     redemption date (in February 2005).

   º (3)
   º Represents redemption of $516 million of senior subordinated notes and
     $50 million of premium.

   º (4)
   º Represents estimated underwriting discounts and fees, bank fees and other
     fees and expenses. The excess, if any, of actual amounts over the estimates
     will be funded with available cash.

    We intend to use the net proceeds from any shares of our Series A common
stock sold pursuant to the underwriters' over-allotment option to pay an
additional cash dividend to the holders of our Series B common stock.

    Approximately $217 million, or 22% ($331 million, or 30%, if the
underwriters exercise their over-allotment option in full), of the combined net
proceeds from the offering of our Series A common stock and the offering of our
preferred stock will be used to pay a portion of the $803 million (or
$917 million, if the underwriters exercise their over-allotment option in full)
special Series B common stock dividends, in each case based on an initial public
offering price of $16.00 per share of Series A common stock. In addition,
$586 million of the proceeds from additional borrowings under the new senior
credit facilities will be used to fund the remaining portion of the special
Series B common stock dividends such that approximately $803 million, or 40%
($917 million, or 44%, if the underwriters exercise their over-allotment option
in full) of the combined proceeds from this offering and the other Concurrent
Financings will be paid to the Original Stockholders.

    The interest rate and maturity of indebtedness that we intend to discharge
using the net proceeds from the Concurrent Financings, as well as the use of
proceeds from such indebtedness, are described below:

    Senior Discount Notes.  In September 2004, our subsidiaries Crystal US 3
Holdings L.L.C. and Crystal US Sub 3 Corp., issued $853 million aggregate
principal amount at maturity ($513 million in gross proceeds) of their Senior
Discount Notes due 2014 consisting of $163 million aggregate principal amount at
maturity of its 10% Series A Senior Discount Notes and $690 million aggregate
principal amount at maturity of their 101/2% Series B Senior Discount Notes.
Prior to October 1, 2009, interest will accrue on the senior discount notes in
the form of an increase in their accreted value. Cash interest payments will be
due and payable beginning on April 1, 2010.

    Senior Subordinated Notes.  In June and July 2004, BCP Caylux issued
$1,225 million aggregate principal amount of 95/8% U.S. Dollar-denominated
senior subordinated notes and 200 million principal amount of 103/8%
Euro-denominated senior subordinated notes. The senior subordinated notes mature
on June 15, 2014.

    Senior Credit Facilities.  In April 2004, BCP Caylux entered into senior
credit facilities with a syndicate of banks and other financial institutions led
by Deutsche Bank AG New York Branch, as administrative agent, Morgan Stanley
Senior Funding, Inc., as global coordinator, Deutsche Bank Securities Inc. and
Morgan Stanley Senior Funding, Inc., as joint lead arrangers, ABN AMRO Bank
N.V., Bank of America, N.A. and General Electric Capital Corporation, as
documentation agents, and Bayerische Hypo-und Vereinsbank AG, Mizuho Corporate
Bank, Ltd., The Bank of Nova Scotia, KfW and Commerzbank AG, New York and Cayman
Branches, as senior managing agents. The senior credit facilities provide
financing of approximately $1.2 billion. The senior credit facilities consist of
(1) a term loan facility in the aggregate amount of $456 million and 125 million
with a maturity of seven years; (2) a $228 million credit-linked revolving
facility with a maturity of five years; and (3) a $380 million revolving credit
facility with a maturity of five years.

    We expect to increase the commitments under the revolving credit facilities
to $828 million under our new senior credit facilities. In addition, upon the
occurrence of certain events, BCP Crystal may request, prior to April 6, 2005,
an increase to the existing term loan facility in an amount not to exceed
$175 million in the aggregate, subject to receipt of commitments by existing
term loan lenders or other financial institutions reasonably acceptable to the
administrative agent.

    The borrowings under the senior credit facilities bear interest at a rate
equal to an applicable margin plus, at BCP Crystal's option, either (a) a base
rate determined by reference to the higher of (1) the prime rate of Deutsche
Bank AG New York Branch and (2) the federal funds rate plus 1/2 of 1% or (b) a
LIBOR rate determined by reference to the costs of funds for deposits in the
currency of such borrowing for the interest period relevant to such borrowing adjusted for
certain additional costs. The applicable margin for borrowings under the
credit-linked revolving facility and the revolving credit facility is 1.50% with
respect to base rate borrowings and 2.50% with respect to LIBOR borrowings (in
each case subject to a step-down based on a performance test). The applicable
margin for borrowings under the term loan facility is 1.50% with respect to base
rate borrowings and 2.50% with respect to LIBOR borrowings (in each case subject
to a step-down based on a performance test). In addition to paying interest, BCP
Crystal is required to pay certain fees.

    Floating Rate Term Loan.  In June 2004, BCP Caylux entered into a
$350 million floating rate term loan with Deutsche Bank AG New York Branch, as
administrative agent, Morgan Stanley Senior Funding, Inc., as global
coordinator, and Deutsche Bank Securities Inc. and Morgan Stanley Senior
Funding, Inc., as joint lead arrangers. BCP Crystal is the borrower under the
floating rate term loan. The floating rate term loan has a maturity of seven and
one-half years and provides for no amortization of principal. The borrowings
under the floating rate term loan bear interest at a rate equal to an applicable
margin plus, at BCP Crystal's option, either (a) a base rate determined by
reference to the higher of (1) the prime rate of Deutsche Bank AG New York
Branch and (2) the federal funds rate plus 1/2 of 1% or (b) a LIBOR rate
determined by reference to the costs of funds for deposits in the currency of
such borrowing for the interest period relevant to such borrowing adjusted for
certain additional costs. The applicable margin for borrowings is (a) prior to
completion of the Recent Restructuring, 3.25% with respect to base rate
borrowings and 4.25% with respect to LIBOR borrowings and (b) after completion
of the Recent Restructuring, 2.50% with respect to base rate borrowings and
3.50% with respect to LIBOR borrowings.

    Use of Proceeds From Indebtedness Being Discharged.  The Purchaser used the
borrowings under the existing senior credit facilities, together with the
borrowings under the senior subordinated bridge loan facilities, and the cash
equity investment by the Original Shareholders (which included the proceeds from
the issuance of the mandatorily redeemable preferred shares) to acquire Celanese
Shares in connection with the Tender Offer, to refinance certain existing debt
of Celanese, pre-fund certain pension obligations of Celanese, pre-fund certain
contingencies and certain obligations linked to the value of the Celanese
Shares, such as the payment of fair cash compensation under the Domination
Agreement for the remaining Celanese Shares, and payment obligations related to
outstanding stock appreciation rights, stock options and interest payments,
provide additional funds for working capital and other general corporate
purposes, and pay related fees and expenses.

    BCP Caylux used the proceeds from the offering of the senior subordinated
notes, together with available cash and borrowings under the floating rate term
loan to repay its two senior subordinated bridge loan facilities, plus accrued
interest, to redeem the mandatorily redeemable preferred shares and to pay
related fees and expenses. The issuers of the senior discount notes used the net
proceeds from the offering to make a return of capital distribution to the
Issuer, which in turn made a distribution to the Original Stockholders, and to
pay fees and expenses."
"SEABRIGHT HOLDINGS, INC.",https://www.nasdaq.com/markets/ipos/company/seabright-holdings-inc-600311-41325,https://www.nasdaq.com/markets/ipos/company/seabright-holdings-inc-600311-41325,424B4,1/21/2005,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=3405590,"We estimate that our net proceeds from this offering, based on the initial
public offering price of $10.50 per share and after deducting the underwriting
discounts and commissions and our estimated offering expenses, will be
approximately $70.1 million. We estimate that our net proceeds will be
approximately $81.1 million if the underwriters exercise their over-allotment
option in full. We intend to use approximately 95% of the net proceeds of this
offering to contribute capital to our insurance company subsidiary and the
remaining 5% for general corporate purposes, including to support the growth of
PointSure, our non-insurance subsidiary and in-house underwriting agency."
