Name,Overview Url,Use of Proceeds Url,Form,Filing Date,Form Url,Use of Proceeds
CELLECT BIOTECHNOLOGY LTD.,https://www.nasdaq.com/markets/ipos/company/cellect-biotechnology-ltd-998577-81264,https://www.nasdaq.com/markets/ipos/company/cellect-biotechnology-ltd-998577-81264,424B4,8/1/2016,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=11514194,"We estimate that our net proceeds from this offering will be approximately $7.1
million (after deducting underwriting discounts and commissions and estimated
offering expenses payable by us) or approximately $9.3 million if the
underwriters exercise their over-allotment option in full, after deducting the
underwriting discounts and commissions and estimated offering expenses payable
by us. We currently estimate that we will use the net proceeds as follows:

• $0.5 million for our Phase I/II single arm, open label clinical trial;

• $1.0 million to fund the development of our Apotainer selection kit product;

• $2.1 million for our initial pivotal study;

• $1 million to advance the development of our Powered by Cellect technology 
  platform for additional indications and for general research activities; and

• The balance of $2.5 million for working capital and for general corporate  
  purposes including establishing an office in the United States.            

The amounts and schedule of our actual expenditures will depend on multiple
factors including the progress of our clinical development and regulatory
efforts, the status and results of the clinical trials, the pace of our
partnering efforts in regards to manufacturing and commercialization and the
overall regulatory environment. Therefore, our management will retain broad
discretion over the use of the proceeds from this offering. We may ultimately
use the proceeds for different purposes than what we currently intend. Pending
any ultimate use of any portion of the proceeds from this offering, if the
anticipated proceeds will not be sufficient to fund all the proposed purposes,
our management will determine the order of priority for using the proceeds, as
well as the amount and sources of other funds needed."
LONG BLOCKCHAIN CORP.,https://www.nasdaq.com/markets/ipos/company/long-blockchain-corp-954164-80677,https://www.nasdaq.com/markets/ipos/company/long-blockchain-corp-954164-80677,424B4,7/28/2016,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=11510047,"We estimate that the net proceeds from our sale of shares of common stock in
this offering will be approximately $8,600,000, assuming that all of the shares
offered hereby are sold, after deducting estimated selling agent commissions and
estimated offering expenses. We intend to use the net proceeds we receive from
this offering for general corporate purposes, including working capital, sales
and marketing activities, product development, general and administrative
matters, capital expenditures and acquisitions. In the event that any net
proceeds are not immediately applied, we may temporarily hold them as cash,
deposit them in banks or invest them in cash equivalents or securities."
TALEND SA,https://www.nasdaq.com/markets/ipos/company/talend-sa-997830-81213,https://www.nasdaq.com/markets/ipos/company/talend-sa-997830-81213,424B4,7/29/2016,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=11511057,"We estimate that the net proceeds to us from our sale of 5,250,000 ADSs in this
offering will be $83.9 million, or $91.6 million if the underwriters exercise
their option to purchase additional ADSs in full, based on the initial public
offering price of $18.00 per share and after deducting the underwriting
discounts and commissions and estimated offering expenses payable by us. If the
underwriters exercise their option to purchase additional ADSs, we will not
receive any proceeds from any sale of ADSs by the selling shareholder.

The principal purposes of this offering are to increase our capitalization and
financial flexibility, to create a public market for our stock and thereby
enable access to the public equity markets for our employees and shareholders,
to obtain additional capital and to increase our visibility in the marketplace.
We currently intend to use the net proceeds we receive from this offering
primarily for general corporate purposes, including working capital, sales and
marketing activities, research and development activities, general and
administrative matters and capital expenditures, and to pay the entire
outstanding balance, accrued interest and prepayment fees under our credit
facility with Square 1. We also may use a portion of the net proceeds from this
offering to make complementary acquisitions or investments. However, we do not
have agreements or commitments for any specific acquisitions or investments at
this time.

Our credit facility with Square 1 matures on May 29, 2017. We are required to
pay a prepayment fee of $267 thousand if certain events occur prior to the
maturity date, including if we or our co-borrowers complete an initial public
offering. Loans under the credit facility bear interest at Square 1's ""prime
rate"" plus 2.50%, but not less than 5.75% per annum, payable monthly in arrears.
As of March 31, 2016, we had drawn down $11.0 million under the credit facility,
and subsequent to March 31, 2016, we drew down an additional $1.0 million.
Borrowings under this credit facility have been used for general corporate
purposes. 

We will have broad discretion over the uses of the net proceeds of this
offering. Pending the use of proceeds from this offering as described above, we
plan to invest the net proceeds that we receive in this offering in short-term
and long-term interest-bearing obligations, including government and
investment-grade debt securities and money market funds."
TACTILE SYSTEMS TECHNOLOGY INC,https://www.nasdaq.com/markets/ipos/company/tactile-systems-technology-inc-111659-80227,https://www.nasdaq.com/markets/ipos/company/tactile-systems-technology-inc-111659-80227,424B4,7/28/2016,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=11508605,"We estimate that the net proceeds that we will receive in this initial public
offering will be approximately $34.7 million, or approximately $40.3 million if
the underwriters exercise their option in full to purchase additional shares
from us, after the underwriting discounts and commissions and estimated offering
expenses payable by us.

We intend to use the net proceeds from this offering primarily as follows:

• approximately $5.0 million to expand our sales and marketing activities;

• approximately $5.0 million to expand our product development activities;

• approximately $3.0 million to expand our reimbursement and clinical
  activities;

• approximately $8.2 million to pay the cumulative accrued dividends to our
  Series A preferred stockholders (assuming a closing date of August 1, 2016)

• the remainder for working capital, general and administrative expenses and
  other general corporate purposes.

We may also use a portion of our net proceeds to acquire or invest in
complementary products, technologies or businesses, although we have no present
commitments to complete any such transaction. The amounts and timing of our
expenditures will depend on numerous factors, including the rate of adoption of
our devices, the expenses we incur in sales and marketing our devices, the scope
of research and development efforts, the timing and success of any clinical
trials we may commence in the future, and the timing of regulatory submissions.

Accordingly, our management will have broad discretion over the use of the net
proceeds from this offering. Pending the uses described above, we intend to
invest the net proceeds in short-term, interest-bearing, investment-grade
securities, certificates of deposit or governmental securities."
"KINSALE CAPITAL GROUP, INC.",https://www.nasdaq.com/markets/ipos/company/kinsale-capital-group-inc-998260-81254,https://www.nasdaq.com/markets/ipos/company/kinsale-capital-group-inc-998260-81254,424B4,7/29/2016,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=11513348,"We estimate the net proceeds from the sale of shares by us in this offering will
be approximately $72.4 million after deducting the underwriting discounts and
commissions and our estimated offering expenses of $2.6 million.

We intend to use the net proceeds from our sale of shares of common stock in
this offering to make contributions to the capital of our insurance subsidiary
and for other general corporate purposes.

This expected use of net proceeds from this offering represents our intentions
based on our current plans and business conditions, which could change in the
future as our plans and business conditions evolve. As a result, our management
will retain broad discretion over the use of the net proceeds from the sale of
shares by us in this offering and our existing cash and cash equivalents.

We will not receive any proceeds from the sale of shares of our common stock by
the selling stockholders in this offering."
"KADMON HOLDINGS, INC.",https://www.nasdaq.com/markets/ipos/company/kadmon-holdings-inc-888674-81089,https://www.nasdaq.com/markets/ipos/company/kadmon-holdings-inc-888674-81089,424B3,4/4/2017,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=11974619,"We estimate that the net proceeds to us from our issuance and sale of shares
of our common stock in this offering will be approximately $66.7 million, based
on the initial public offering price of $12.00 per share, after deducting
underwriting discounts and commissions and estimated offering expenses payable
by us. If the underwriters exercise in full their option to purchase additional
shares, we estimate that the net proceeds from this offering will be
approximately $77.1 million.

We currently estimate that we will use the net proceeds from this offering as
follows:

• approximately $7.7 to 8.5 million through November 2017 to advance KD025
  through Phase 2 clinical studies, including:

• $3.0 to 3.3 million for moderate to severe psoriasis;

• $2.2 to 2.4 million for IPF;

• $1.0 to 1.1 million for cGVHD;

• $0.6 to 2.8 million for psoriatic arthritis;

• $0.5 to 2.6 million for scleroderma; and

• $0.5 to 1.7 million for SLE;

• approximately $10.8 to 11.9 million through November 2017 to advance planned
  Phase 2 and Phase 3 clinical studies of tesevatinib in NSCLC, glioblastoma,
  PKD and other studies;

• approximately $1.3 to 1.5 million through November 2017 to conduct various
  KD025 and tesevatinib toxicology studies, as well as other costs to develop
  various antibodies;

• approximately $1.8 to 2.0 million through November 2017 to fund CMCC to
  support clinical supply needs, process optimization and reformulation efforts,
  and ongoing drug stability expenses;

• approximately $6.5 to 7.2 million through November 2017 to pay research
  associated costs;

• approximately $8.4 to 9.3 million through November 2017 to pay clinical
  infrastructure and in-house data management costs;

• $3.0 million to repay an outstanding interest-free demand loan provided by
  Dr. Harlan W. Waksal; and

• the remaining balance for working capital and other general corporate
  purposes.

This expected use of the net proceeds from this offering and our existing cash,
cash equivalents, restricted cash and current revenue forecasts represents our
intentions based upon our current plans and business conditions. The amounts and
timing of our actual expenditures may vary significantly depending on numerous
factors, including the progress of our development and commercialization 
efforts, the status of and results from clinical trials and actual results of
operations, as well as any unforeseen cash needs. As a result, our management
will retain broad discretion over the allocation of the net proceeds from this 
offering. We have no current agreements, commitments or understandings for any
material acquisitions or licenses of any products, business or technologies.

As of March 31, 2016, we had cash and cash equivalents of $8.6 million and
restricted cash of $2.1 million. In June 2016, we raised an additional $5.5
million in gross proceeds, with no transaction costs, through the issuance of 
478,266 Class E redeemable convertible units. Based on our planned use of the
net proceeds from this offering and our existing cash, cash equivalents and
current revenue forecasts, we estimate that such funds will be sufficient to
enable us to support research and development needs and to fund our operating
expenses and capital requirements for the next 16 months. We have based this
estimate on assumptions that may prove to be wrong, and we could use our
available capital resources sooner than we currently expect. We do not expect 
that the net proceeds from this offering and our existing cash and cash
equivalents will be sufficient to enable us to fund the completion of
development and commercialization of any of our product candidates.

Pending our use of the net proceeds from this offering, we intend to invest the
net proceeds in short-term, interest-bearing, investment-grade securities."
"KADMON HOLDINGS, INC.",https://www.nasdaq.com/markets/ipos/company/kadmon-holdings-inc-888674-81089,https://www.nasdaq.com/markets/ipos/company/kadmon-holdings-inc-888674-81089,424B3,3/22/2017,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=11948485,"We estimate that the net proceeds to us from our issuance and sale of shares
of our common stock in this offering will be approximately $66.7 million, based
on the initial public offering price of $12.00 per share, after deducting
underwriting discounts and commissions and estimated offering expenses payable
by us. If the underwriters exercise in full their option to purchase additional
shares, we estimate that the net proceeds from this offering will be
approximately $77.1 million.

We currently estimate that we will use the net proceeds from this offering as
follows:

• approximately $7.7 to 8.5 million through November 2017 to advance KD025
  through Phase 2 clinical studies, including:

• $3.0 to 3.3 million for moderate to severe psoriasis;

• $2.2 to 2.4 million for IPF;

• $1.0 to 1.1 million for cGVHD;

• $0.6 to 2.8 million for psoriatic arthritis;

• $0.5 to 2.6 million for scleroderma; and

• $0.5 to 1.7 million for SLE;

• approximately $10.8 to 11.9 million through November 2017 to advance planned
  Phase 2 and Phase 3 clinical studies of tesevatinib in NSCLC, glioblastoma,
  PKD and other studies;

• approximately $1.3 to 1.5 million through November 2017 to conduct various
  KD025 and tesevatinib toxicology studies, as well as other costs to develop
  various antibodies;

• approximately $1.8 to 2.0 million through November 2017 to fund CMCC to
  support clinical supply needs, process optimization and reformulation efforts,
  and ongoing drug stability expenses;

• approximately $6.5 to 7.2 million through November 2017 to pay research
  associated costs;

• approximately $8.4 to 9.3 million through November 2017 to pay clinical
  infrastructure and in-house data management costs;

• $3.0 million to repay an outstanding interest-free demand loan provided by
  Dr. Harlan W. Waksal; and

• the remaining balance for working capital and other general corporate
  purposes.

This expected use of the net proceeds from this offering and our existing cash,
cash equivalents, restricted cash and current revenue forecasts represents our
intentions based upon our current plans and business conditions. The amounts and
timing of our actual expenditures may vary significantly depending on numerous
factors, including the progress of our development and commercialization 
efforts, the status of and results from clinical trials and actual results of
operations, as well as any unforeseen cash needs. As a result, our management
will retain broad discretion over the allocation of the net proceeds from this 
offering. We have no current agreements, commitments or understandings for any
material acquisitions or licenses of any products, business or technologies.

As of March 31, 2016, we had cash and cash equivalents of $8.6 million and
restricted cash of $2.1 million. In June 2016, we raised an additional $5.5
million in gross proceeds, with no transaction costs, through the issuance of 
478,266 Class E redeemable convertible units. Based on our planned use of the
net proceeds from this offering and our existing cash, cash equivalents and
current revenue forecasts, we estimate that such funds will be sufficient to
enable us to support research and development needs and to fund our operating
expenses and capital requirements for the next 16 months. We have based this
estimate on assumptions that may prove to be wrong, and we could use our
available capital resources sooner than we currently expect. We do not expect 
that the net proceeds from this offering and our existing cash and cash
equivalents will be sufficient to enable us to fund the completion of
development and commercialization of any of our product candidates.

Pending our use of the net proceeds from this offering, we intend to invest the
net proceeds in short-term, interest-bearing, investment-grade securities."
"KADMON HOLDINGS, INC.",https://www.nasdaq.com/markets/ipos/company/kadmon-holdings-inc-888674-81089,https://www.nasdaq.com/markets/ipos/company/kadmon-holdings-inc-888674-81089,424B3,3/9/2017,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=11919246,"We estimate that the net proceeds to us from our issuance and sale of shares
of our common stock in this offering will be approximately $66.7 million, based
on the initial public offering price of $12.00 per share, after deducting
underwriting discounts and commissions and estimated offering expenses payable
by us. If the underwriters exercise in full their option to purchase additional
shares, we estimate that the net proceeds from this offering will be
approximately $77.1 million.

We currently estimate that we will use the net proceeds from this offering as
follows:

• approximately $7.7 to 8.5 million through November 2017 to advance KD025
  through Phase 2 clinical studies, including:

• $3.0 to 3.3 million for moderate to severe psoriasis;

• $2.2 to 2.4 million for IPF;

• $1.0 to 1.1 million for cGVHD;

• $0.6 to 2.8 million for psoriatic arthritis;

• $0.5 to 2.6 million for scleroderma; and

• $0.5 to 1.7 million for SLE;

• approximately $10.8 to 11.9 million through November 2017 to advance planned
  Phase 2 and Phase 3 clinical studies of tesevatinib in NSCLC, glioblastoma,
  PKD and other studies;

• approximately $1.3 to 1.5 million through November 2017 to conduct various
  KD025 and tesevatinib toxicology studies, as well as other costs to develop
  various antibodies;

• approximately $1.8 to 2.0 million through November 2017 to fund CMCC to
  support clinical supply needs, process optimization and reformulation efforts,
  and ongoing drug stability expenses;

• approximately $6.5 to 7.2 million through November 2017 to pay research
  associated costs;

• approximately $8.4 to 9.3 million through November 2017 to pay clinical
  infrastructure and in-house data management costs;

• $3.0 million to repay an outstanding interest-free demand loan provided by
  Dr. Harlan W. Waksal; and

• the remaining balance for working capital and other general corporate
  purposes.

This expected use of the net proceeds from this offering and our existing cash,
cash equivalents, restricted cash and current revenue forecasts represents our
intentions based upon our current plans and business conditions. The amounts and
timing of our actual expenditures may vary significantly depending on numerous
factors, including the progress of our development and commercialization 
efforts, the status of and results from clinical trials and actual results of
operations, as well as any unforeseen cash needs. As a result, our management
will retain broad discretion over the allocation of the net proceeds from this 
offering. We have no current agreements, commitments or understandings for any
material acquisitions or licenses of any products, business or technologies.

As of March 31, 2016, we had cash and cash equivalents of $8.6 million and
restricted cash of $2.1 million. In June 2016, we raised an additional $5.5
million in gross proceeds, with no transaction costs, through the issuance of 
478,266 Class E redeemable convertible units. Based on our planned use of the
net proceeds from this offering and our existing cash, cash equivalents and
current revenue forecasts, we estimate that such funds will be sufficient to
enable us to support research and development needs and to fund our operating
expenses and capital requirements for the next 16 months. We have based this
estimate on assumptions that may prove to be wrong, and we could use our
available capital resources sooner than we currently expect. We do not expect 
that the net proceeds from this offering and our existing cash and cash
equivalents will be sufficient to enable us to fund the completion of
development and commercialization of any of our product candidates.

Pending our use of the net proceeds from this offering, we intend to invest the
net proceeds in short-term, interest-bearing, investment-grade securities."
"KADMON HOLDINGS, INC.",https://www.nasdaq.com/markets/ipos/company/kadmon-holdings-inc-888674-81089,https://www.nasdaq.com/markets/ipos/company/kadmon-holdings-inc-888674-81089,424B3,1/24/2017,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=11795964,"We estimate that the net proceeds to us from our issuance and sale of shares
of our common stock in this offering will be approximately $66.7 million, based
on the initial public offering price of $12.00 per share, after deducting
underwriting discounts and commissions and estimated offering expenses payable
by us. If the underwriters exercise in full their option to purchase additional
shares, we estimate that the net proceeds from this offering will be
approximately $77.1 million.

We currently estimate that we will use the net proceeds from this offering as
follows:

• approximately $7.7 to 8.5 million through November 2017 to advance KD025
  through Phase 2 clinical studies, including:

• $3.0 to 3.3 million for moderate to severe psoriasis;

• $2.2 to 2.4 million for IPF;

• $1.0 to 1.1 million for cGVHD;

• $0.6 to 2.8 million for psoriatic arthritis;

• $0.5 to 2.6 million for scleroderma; and

• $0.5 to 1.7 million for SLE;

• approximately $10.8 to 11.9 million through November 2017 to advance planned
  Phase 2 and Phase 3 clinical studies of tesevatinib in NSCLC, glioblastoma,
  PKD and other studies;

• approximately $1.3 to 1.5 million through November 2017 to conduct various
  KD025 and tesevatinib toxicology studies, as well as other costs to develop
  various antibodies;

• approximately $1.8 to 2.0 million through November 2017 to fund CMCC to
  support clinical supply needs, process optimization and reformulation efforts,
  and ongoing drug stability expenses;

• approximately $6.5 to 7.2 million through November 2017 to pay research
  associated costs;

• approximately $8.4 to 9.3 million through November 2017 to pay clinical
  infrastructure and in-house data management costs;

• $3.0 million to repay an outstanding interest-free demand loan provided by
  Dr. Harlan W. Waksal; and

• the remaining balance for working capital and other general corporate
  purposes.

This expected use of the net proceeds from this offering and our existing cash,
cash equivalents, restricted cash and current revenue forecasts represents our
intentions based upon our current plans and business conditions. The amounts and
timing of our actual expenditures may vary significantly depending on numerous
factors, including the progress of our development and commercialization 
efforts, the status of and results from clinical trials and actual results of
operations, as well as any unforeseen cash needs. As a result, our management
will retain broad discretion over the allocation of the net proceeds from this 
offering. We have no current agreements, commitments or understandings for any
material acquisitions or licenses of any products, business or technologies.

As of March 31, 2016, we had cash and cash equivalents of $8.6 million and
restricted cash of $2.1 million. In June 2016, we raised an additional $5.5
million in gross proceeds, with no transaction costs, through the issuance of 
478,266 Class E redeemable convertible units. Based on our planned use of the
net proceeds from this offering and our existing cash, cash equivalents and
current revenue forecasts, we estimate that such funds will be sufficient to
enable us to support research and development needs and to fund our operating
expenses and capital requirements for the next 16 months. We have based this
estimate on assumptions that may prove to be wrong, and we could use our
available capital resources sooner than we currently expect. We do not expect 
that the net proceeds from this offering and our existing cash and cash
equivalents will be sufficient to enable us to fund the completion of
development and commercialization of any of our product candidates.

Pending our use of the net proceeds from this offering, we intend to invest the
net proceeds in short-term, interest-bearing, investment-grade securities."
"KADMON HOLDINGS, INC.",https://www.nasdaq.com/markets/ipos/company/kadmon-holdings-inc-888674-81089,https://www.nasdaq.com/markets/ipos/company/kadmon-holdings-inc-888674-81089,424B3,12/6/2016,https://www.nasdaq.com/markets/ipos/filing.ashx?filingid=11722349,"We estimate that the net proceeds to us from our issuance and sale of shares
of our common stock in this offering will be approximately $66.7 million, based
on the initial public offering price of $12.00 per share, after deducting
underwriting discounts and commissions and estimated offering expenses payable
by us. If the underwriters exercise in full their option to purchase additional
shares, we estimate that the net proceeds from this offering will be
approximately $77.1 million.

We currently estimate that we will use the net proceeds from this offering as
follows:

• approximately $7.7 to 8.5 million through November 2017 to advance KD025
  through Phase 2 clinical studies, including:

• $3.0 to 3.3 million for moderate to severe psoriasis;

• $2.2 to 2.4 million for IPF;

• $1.0 to 1.1 million for cGVHD;

• $0.6 to 2.8 million for psoriatic arthritis;

• $0.5 to 2.6 million for scleroderma; and

• $0.5 to 1.7 million for SLE;

• approximately $10.8 to 11.9 million through November 2017 to advance planned
  Phase 2 and Phase 3 clinical studies of tesevatinib in NSCLC, glioblastoma,
  PKD and other studies;

• approximately $1.3 to 1.5 million through November 2017 to conduct various
  KD025 and tesevatinib toxicology studies, as well as other costs to develop
  various antibodies;

• approximately $1.8 to 2.0 million through November 2017 to fund CMCC to
  support clinical supply needs, process optimization and reformulation efforts,
  and ongoing drug stability expenses;

• approximately $6.5 to 7.2 million through November 2017 to pay research
  associated costs;

• approximately $8.4 to 9.3 million through November 2017 to pay clinical
  infrastructure and in-house data management costs;

• $3.0 million to repay an outstanding interest-free demand loan provided by
  Dr. Harlan W. Waksal; and

• the remaining balance for working capital and other general corporate
  purposes.

This expected use of the net proceeds from this offering and our existing cash,
cash equivalents, restricted cash and current revenue forecasts represents our
intentions based upon our current plans and business conditions. The amounts and
timing of our actual expenditures may vary significantly depending on numerous
factors, including the progress of our development and commercialization 
efforts, the status of and results from clinical trials and actual results of
operations, as well as any unforeseen cash needs. As a result, our management
will retain broad discretion over the allocation of the net proceeds from this 
offering. We have no current agreements, commitments or understandings for any
material acquisitions or licenses of any products, business or technologies.

As of March 31, 2016, we had cash and cash equivalents of $8.6 million and
restricted cash of $2.1 million. In June 2016, we raised an additional $5.5
million in gross proceeds, with no transaction costs, through the issuance of 
478,266 Class E redeemable convertible units. Based on our planned use of the
net proceeds from this offering and our existing cash, cash equivalents and
current revenue forecasts, we estimate that such funds will be sufficient to
enable us to support research and development needs and to fund our operating
expenses and capital requirements for the next 16 months. We have based this
estimate on assumptions that may prove to be wrong, and we could use our
available capital resources sooner than we currently expect. We do not expect 
that the net proceeds from this offering and our existing cash and cash
equivalents will be sufficient to enable us to fund the completion of
development and commercialization of any of our product candidates.

Pending our use of the net proceeds from this offering, we intend to invest the
net proceeds in short-term, interest-bearing, investment-grade securities."
